,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,United States,VA,VT,WA,WI,WV,WY
1936-01-01,NaN,3508.5247287586303,3423.9819642102293,6509.7928702268555,10934.197548259828,7637.029730872199,11483.725517824432,16105.396646470339,12286.881781034239,6382.978723404255,4227.138227420036,NaN,5509.370156404114,6566.154713259123,9215.16133577568,6777.511624630125,5453.008313371847,4128.5050021135685,4621.671128645907,10215.584049598421,8834.718895307877,7172.044525855995,8750.176130759475,6678.8783993236575,6580.24517401719,3128.082288290827,6735.240242355924,4142.595462871635,3353.5296604198957,5565.731999436382,7637.029730872199,10074.679442017754,4833.028040016909,11906.439340566436,11540.0873608567,8412.005072565873,4537.128364097505,7707.482034662533,8567.000140904607,10159.222206566154,3607.157954065098,3494.4342680005634,4269.409609694237,5241.651402000845,6523.883330984922,7594.7583485979985,5551.641538678315,6622.51655629139,8031.562632098069,7298.858672678596,5509.370156404114,7777.9343384528665
1937-01-01,NaN,3593.6233450418804,3417.9951364496083,6835.9902728992165,10821.399621723858,7214.266414482572,11753.580113482842,16360.44312348014,12901.918400432316,6633.342339908133,4215.077006214537,NaN,6930.559308295055,5687.651985949743,9916.238854363684,7376.384760875439,5768.711159146176,4579.843285598487,4755.471494190759,10024.31775195893,9105.64712239935,6944.069170494461,9281.275330991624,7268.305863280194,6863.009997298027,2972.1696838692246,6944.069170494461,4336.665766009187,4377.195352607403,5593.082950553904,7700.621453661172,10172.92623615239,4890.570116184815,10470.143204539314,11456.36314509592,8794.920291813023,5066.198324777087,7511.483382869495,8686.84139421778,10024.31775195893,3661.1726560389084,4336.665766009187,4485.274250202648,5647.122399351527,6038.908403134288,7822.210213455823,5755.2012969467705,6552.283166711699,8119.427181842745,7443.934071872467,5660.632261550932,8186.976492839773
1938-01-01,NaN,3365.7858136300415,3171.070931849791,6662.030598052851,10834.492350486786,7065.368567454798,10834.492350486786,15883.171070931849,11140.472878998607,6481.223922114047,4005.563282336578,NaN,6272.60083449235,5855.3546592489565,9068.150208623087,6564.673157162725,5326.842837273991,4116.82892906815,4826.147426981919,9499.304589707926,8956.884561891515,6620.305980528511,7983.310152990263,6856.745479833101,6620.305980528511,2726.008344923505,7162.726008344923,4047.2878998609176,3922.1140472878997,5591.098748261474,7468.706536856745,9791.376912378302,4700.973574408901,10917.941585535465,11140.472878998607,7858.136300417245,4798.331015299026,7385.257301808067,7927.677329624478,9499.304589707926,3449.23504867872,4408.901251738525,4144.645340751043,5618.915159944367,6203.059805285117,7385.257301808067,5479.833101529902,6369.958275382475,8108.484005563282,7065.368567454798,5159.944367176634,7788.595271210013
1939-01-01,NaN,3525.2808988764045,3455.0561797752807,6896.067415730337,11095.505617977527,7289.3258426966295,11896.067415730337,16348.314606741573,12738.76404494382,7050.561797752809,4325.842696629214,NaN,6573.033707865168,6053.370786516854,9971.91011235955,7275.2808988764045,5365.168539325843,4283.70786516854,5042.134831460674,10337.078651685393,9452.247191011236,7022.471910112359,8820.224719101123,7261.23595505618,7078.651685393258,2823.0337078651687,7443.820224719101,4382.0224719101125,4438.202247191011,5603.932584269663,7949.438202247191,10632.022471910112,5000.0,12134.831460674157,11755.61797752809,8707.865168539325,4887.640449438202,8019.662921348315,8553.370786516854,10280.898876404495,3862.3595505617977,4789.3258426966295,4353.932584269663,5856.741573033708,6460.6741573033705,7879.213483146067,6053.370786516854,6910.112359550561,8679.775280898877,7233.146067415731,5477.528089887641,8230.337078651686
1940-01-01,NaN,3900.069396252602,3566.967383761277,7022.900763358778,11880.63844552394,7605.829285218598,12921.582234559333,16946.564885496184,14406.662040249827,7369.882026370576,4691.1866759195,NaN,6856.349757113116,6370.5759888965995,10520.471894517696,7661.3462873004855,5898.681471200555,4469.11866759195,5065.9264399722415,11006.245662734213,10034.698126301178,7383.761276891048,9479.528105482304,7272.727272727272,7217.210270645385,2942.4011103400417,7855.655794587092,4482.997918112422,4885.496183206106,6106.8702290076335,8133.24080499653,11519.777931991672,5232.477446217904,12519.083969465648,12255.378209576682,9215.822345593338,5190.839694656488,8480.222068008326,9146.426092990978,10645.385149201942,4358.084663428174,4954.892435808466,4705.065926439972,6079.11172796669,6717.557251908397,8327.550312283136,6662.040249826509,7203.331020124913,9257.460097154753,7605.829285218598,5676.613462873004,8355.30881332408
1941-01-01,NaN,4927.197087883515,4472.178887155486,8437.33749349974,13442.53770150806,8515.340613624545,15067.602704108163,16523.660946437856,15327.61310452418,8242.329693187727,5616.224648985959,NaN,7839.313572542901,7722.308892355694,11713.46853874155,9438.377535101405,7228.289131565262,5213.208528341133,6045.241809672387,11973.478939157567,11648.465938637546,8333.333333333334,10842.433697347893,8008.320332813312,8398.335933437338,4108.164326573063,9204.36817472699,5590.223608944358,6773.270930837233,7124.284971398855,9360.374414976599,12597.503900156005,6188.247529901196,13013.520540821632,13156.526261050441,10764.43057722309,5668.2267290691625,10699.427977119085,10218.408736349455,12454.498179927197,5395.215808632345,6110.244409776391,5733.229329173167,7007.280291211649,7800.312012480499,9490.379615184607,7982.319292771711,8450.33801352054,11505.460218408736,8749.34997399896,6500.260010400416,10309.41237649506
1942-01-01,NaN,6406.55105973025,5912.81310211946,11476.396917148362,15944.12331406551,11042.870905587668,17341.040462427743,17750.4816955684,15799.61464354528,10079.479768786126,7129.094412331407,NaN,9983.140655105974,11066.955684007708,12632.466281310211,11066.955684007708,10356.45472061657,6635.356454720616,7430.154142581888,13270.712909441232,13933.044315992292,10513.00578034682,12740.847784200385,9621.868978805394,9862.71676300578,5503.371868978806,10850.19267822736,7080.924855491329,7923.892100192678,9910.886319845857,10488.921001926781,14270.231213872832,7899.80732177264,19171.483622350675,14342.485549132947,12427.745664739885,7695.086705202312,13631.984585741811,11620.905587668592,14318.40077071291,6984.5857418111755,9092.003853564547,6864.161849710982,8935.452793834296,10922.447013487475,11199.421965317919,10199.903660886319,9429.190751445087,14848.265895953757,10500.963391136802,7430.154142581888,11729.287090558766
1943-01-01,NaN,7785.3276517332715,6587.584936081999,12035.010940919037,18300.126684325693,12288.379592306806,18668.662904526085,18772.313716457444,17171.484509961992,12173.212023494183,8626.050904065414,NaN,11793.15904641253,11977.427156512726,14718.415294253138,13244.270413451572,12230.795807900495,8257.514683865023,9340.089830703673,14925.716918115857,15259.702867672462,12967.868248301278,15800.990441091788,10998.502821605436,11286.42174363699,6368.766555338017,13301.854197857883,8211.447656339975,11044.569849130485,11850.742830818841,11539.79039502476,16745.36450535529,9247.955775653576,17850.973165956464,16307.727743867326,14660.831509846827,9236.439018772313,16158.009904410917,13463.088794195553,14349.879074052746,7773.810894852009,9823.793619716687,8579.983876540366,11171.25417482437,13405.505009789244,13048.485546470114,10215.363353679604,10906.368766555337,17355.75262006219,12265.346078544282,8614.534147184153,13486.122307958078
1944-01-01,NaN,8470.191226096737,7851.518560179977,12103.487064116984,18177.727784026996,12227.221597300337,18245.21934758155,18785.151856017997,17199.10011248594,12980.877390326208,9583.802024746907,NaN,11293.588301462316,12485.9392575928,15804.274465691788,13599.550056242968,13295.838020247467,8751.40607424072,10078.740157480313,14960.62992125984,15286.83914510686,12632.17097862767,15781.777277840269,11383.57705286839,12182.227221597299,7221.597300337457,13329.583802024747,8751.40607424072,11473.565804274465,12384.701912260967,12170.97862767154,17727.784026996625,10213.723284589425,17165.35433070866,17649.04386951631,14960.62992125984,10854.893138357704,15770.52868391451,14308.211473565803,14758.155230596174,8470.191226096737,10978.627671541057,9887.514060742407,12013.49831271091,12125.984251968503,13700.787401574802,10551.181102362203,10832.395950506187,17514.060742407197,12553.430821147356,9325.084364454442,13982.002249718784
1945-01-01,NaN,8760.964912280702,8256.578947368422,12609.649122807019,17763.157894736843,13300.438596491229,17456.140350877195,19232.456140350878,17017.543859649126,13322.368421052633,9857.456140350878,NaN,12017.543859649124,12543.859649122809,16315.789473684212,13870.614035087721,12927.63157894737,8936.403508771931,9956.140350877195,15153.508771929826,14791.666666666668,12072.368421052633,14714.912280701756,12269.736842105265,12576.754385964914,7017.543859649124,13289.473684210529,9155.701754385966,11370.614035087721,13125.000000000002,12489.0350877193,17642.543859649126,10646.929824561405,18179.82456140351,18432.017543859653,14923.24561403509,10844.298245614036,15043.859649122809,14309.210526315792,14451.754385964914,8464.912280701756,11875.000000000002,10153.508771929826,11864.0350877193,12642.543859649124,13826.754385964914,10822.368421052633,11480.263157894738,15921.052631578948,13059.210526315792,9868.42105263158,13969.298245614036
1946-01-01,NaN,7410.644910644911,7381.507381507382,10984.848484848486,16569.54156954157,11956.099456099457,15540.01554001554,17735.042735042734,15336.052836052837,11655.011655011656,8343.045843045844,NaN,12024.087024087024,11684.149184149184,15054.390054390055,11761.849261849262,11091.686091686091,8109.94560994561,8207.070707070707,13811.188811188811,13131.313131313133,11149.961149961151,12995.337995337995,11587.024087024087,11655.011655011656,6002.331002331002,12713.675213675215,8498.445998445999,10479.79797979798,11528.74902874903,11344.211344211344,15025.252525252527,9197.746697746697,17346.54234654235,16754.079254079254,12859.36285936286,9324.009324009325,13500.3885003885,12674.825174825175,13646.076146076146,7682.595182595182,10887.723387723388,8547.008547008547,10304.972804972806,10887.723387723388,12412.587412587412,10198.135198135198,10644.910644910646,13908.313908313909,11790.986790986792,9042.346542346542,13257.575757575758
1947-01-01,NaN,7080.343077192369,6476.457202870646,10493.61106248906,15088.39488884999,12007.7017328899,15062.138981270786,16436.19814458253,14677.052336775774,10458.603185716785,7841.764396989322,NaN,10598.634692805881,11141.256782776125,14449.501137755995,11517.591458078068,11412.567827761246,7614.213197969543,7789.252581830912,12760.371083493787,12121.47733239979,10344.827586206897,12900.40259058288,11123.752844389988,10764.922107474182,5855.067390162787,12952.914405741292,7920.532119726939,12839.138806231402,11106.248906003852,10791.178015053387,13906.879047785751,8979.52039208822,15674.776824785577,15324.698057062838,12349.02853141957,9023.280238053561,13259.233327498687,12060.21354804831,13022.93015928584,7027.8312620339575,10974.969368107824,7841.764396989322,10099.77244880098,10467.355154909854,11727.63871871171,9207.071591107999,9907.229126553475,13399.264834587782,11360.056012602836,9067.040084018905,13224.225450726413
1948-01-01,NaN,7300.903289964365,7300.903289964365,11220.684511477584,15049.308030164913,12339.438137068037,14436.065302063478,17568.57545371675,13913.980276787934,10275.959227645646,8262.20270158283,NaN,13433.330570978702,11204.110383691059,15057.595094058175,11999.66851744427,11187.536255904533,8295.350957155879,8477.666362807657,12695.781884478329,12828.374906770532,10524.571144443524,12936.106737382945,12024.529709124057,11419.574044915886,6604.789922930306,13574.210657164167,8353.360404408719,12115.687411949946,12803.513715090743,10872.627827960554,13814.535510068783,9579.845860611586,15007.872710698599,14775.834921687247,12770.365459517692,9480.401093892435,13889.119085108146,11908.510814618381,12165.409795309522,7673.821165161184,12455.457031573713,8038.451976464738,10118.505013673655,10665.451230628989,11999.66851744427,9961.050799701667,10110.217949780394,13905.693212894672,11900.223750725117,9157.205602055192,13549.34946548438
1949-01-01,NaN,6956.666113232608,6790.635895733024,11148.929105097128,14942.719574962644,12269.633073219326,13963.141291715092,18977.253860202556,14975.925618462561,10343.68255022414,8160.385190104599,NaN,11306.657811721734,10767.059604848082,14029.553378714927,11265.150257346837,10908.185289722729,7803.420222480491,8982.234766727544,12435.66329071891,12792.628258343018,10078.034202224806,12643.201062593393,11082.517018097295,11057.612485472357,5902.3742321102445,11896.06508384526,8118.877635729703,10219.159887099453,11298.356300846754,10767.059604848082,13606.176324090984,9862.194919475345,15507.222314461233,14428.02590071393,12086.999833969783,9795.78283247551,13622.779345840943,11647.019757595883,11738.336377220654,7346.8371243566335,9305.993690851736,7961.1489291050975,10949.692844097626,10750.456583098125,11671.92429022082,9837.290386850407,9521.832973601196,13747.302008965633,11547.401627096131,8434.335048978914,14129.171509214677
1950-01-01,23772.037720377204,7535.8753587535875,6961.869618696187,11545.71545715457,15965.559655596555,12988.929889298892,15727.757277572775,19901.59901599016,17072.570725707257,11078.31078310783,8913.489134891348,12956.129561295613,12619.926199261992,11086.51086510865,15104.551045510454,12505.125051250512,12144.321443214432,8183.681836818368,9282.49282492825,13817.138171381714,13956.539565395653,10053.30053300533,14079.540795407955,11865.518655186552,11791.717917179172,6396.063960639606,13759.737597375974,8979.08979089791,11381.71381713817,12980.729807298072,11258.71258712587,14924.149241492414,10332.10332103321,17129.971299712997,15317.753177531775,13210.332103321032,9544.895448954489,13899.138991389913,12726.527265272653,13128.331283312833,7732.677326773268,10643.706437064371,8528.085280852809,11414.514145141451,11406.314063140631,12570.725707257072,10881.508815088151,9749.89749897499,14735.547355473554,12423.124231242313,8618.286182861828,14694.546945469454
1951-01-01,26041.34762633997,8200.61255742726,7427.258805513017,12840.73506891271,16584.99234303216,14402.756508422664,16776.416539050537,19502.297090352222,16600.30627871363,11026.0336906585,9494.640122511486,14081.163859111792,12611.02603369066,11730.474732006127,15627.871362940276,13162.327718223583,12419.601837672282,8973.966309341502,9448.698315467076,14218.989280245023,14509.954058192956,10413.476263399694,14517.611026033692,12212.863705972435,12052.067381317,6630.93415007657,14042.879019908118,9318.529862174579,11332.312404287903,12764.16539050536,11776.416539050537,15497.70290964778,10796.324655436447,17725.880551301685,15467.07503828484,14096.477794793262,10099.540581929556,14364.47166921899,13162.327718223583,13621.745788667688,8866.76875957121,11638.591117917305,8728.943338437979,11669.218989280245,12251.148545176111,13047.473200612558,11577.335375191426,10444.104134762634,14969.37212863706,13399.69372128637,9027.565084226646,15490.045941807046
1952-01-01,24499.473129610116,8557.880475688695,7850.368809272919,13390.034622911335,17334.03582718651,14850.218274875808,17582.41758241758,20269.456570826434,16995.333433689597,11583.62185759446,9950.323648953785,15474.936022881227,13119.072708113803,12742.736715339455,15851.272015655577,13442.721661899743,14029.805810627728,9453.560138491644,9852.476290832456,14631.943399066686,15346.981785337948,11214.812584675597,14933.012193286166,12419.087761553514,12659.942796929097,6932.108986903507,13962.065331928345,9453.560138491644,10168.598524762909,13525.5155803101,12133.072407045009,16137.287370164082,11335.24010236339,18914.646996838776,15617.94370013548,14473.88228210146,10823.423152190275,14759.897636609965,13525.5155803101,13811.530934818606,9318.079181092879,10213.75884389583,9032.063826584374,12087.912087912087,12471.774800541923,13495.408700888152,12155.65256661147,10612.67499623664,15527.623061869637,13653.469817853378,9363.239500225802,14948.065632997139
1953-01-01,23566.594779504725,8871.867331003199,8061.277608388489,13222.280062467467,17438.83394065591,14166.728638358,18078.381795195957,19327.731092436978,17476.01695545475,12166.282442180414,10180.709451922363,15720.978656949508,12463.746560571133,11868.818323789696,16531.568379564218,14516.248977467096,13229.716665427235,9868.372127612109,10217.892466721203,14828.58630177735,15728.415259909276,11192.087454450808,16345.653305570018,12872.759723358373,13110.731018070946,7101.95582657842,13698.222651892618,9697.330259537444,10203.019260801668,12679.408046404404,12582.73220792742,16821.595894995167,11422.622146203616,19141.81601844278,16063.062393098835,15103.740611288766,11288.763292927792,14672.417639622223,14151.855432438464,14352.6437123522,9474.232170744406,11028.482189335913,9667.583847698374,12203.465456979255,12396.817133933222,13899.010931806353,12248.08507473786,10879.750130140554,16122.555216776978,13757.715475570762,9466.795567784637,14910.388934334798
1954-01-01,21566.46035956381,8598.585322723255,8104.921898025347,13012.083701738877,17116.121426466256,13859.416445623345,17602.416740347777,19311.818449749488,17160.330091364576,11995.284409077514,9954.317712938404,15546.713822575894,13373.121131741824,11877.394636015328,16158.267020335988,13336.28057765989,13549.955791335104,9659.593280282937,10050.10315355143,14537.282640730919,14972.001178897734,11111.111111111113,15244.62127910404,12879.457707043915,12938.402593575009,6970.232832301799,13314.17624521073,9799.587385794284,10366.931918656059,13211.022693781317,12864.721485411143,16548.77689360448,11472.14854111406,18729.73769525494,16136.162687886828,14544.650751547306,11081.638667845566,14213.085764809905,13520.483348069558,14227.821986442677,8915.414087827883,11118.479221927499,9578.544061302684,12385.794282346009,12083.701738874155,13667.84556439729,12356.321839080461,10985.85322723254,16084.585912172122,13159.445918066609,9011.19952844091,14257.294429708225
1955-01-01,20911.52815013405,9455.836533584523,8709.513803347583,13281.646257517572,17955.220636185786,14339.540612999059,18230.563002680967,19005.8691399174,18418.95514817767,12629.519600028983,10687.631331062967,15252.517933483081,12288.964567784944,11962.90123904065,16578.508803709876,13825.085138758062,13042.533149771756,9912.325193826535,10281.863633070068,15332.222302731687,15513.368596478516,11912.180276791538,16151.003550467358,13172.958481269474,13397.579885515543,7745.815520614448,14013.477284254765,10173.17585682197,11187.595101804218,12267.227012535324,13542.496920513007,16824.867763205566,11890.442721541918,19252.228099413085,16737.917542207088,15201.796971233969,11303.528729802189,14839.50438374031,13933.77291500616,14781.537569741324,9216.723425838707,10078.97978407362,9789.14571407869,12694.732265777842,12593.290341279619,14143.902615752482,12709.22396927759,11303.528729802189,16100.282588218246,13701.905659010217,9550.032606332876,14535.178610245635
1956-01-01,21175.81108541798,9740.032233200196,8843.108401653702,13572.980169574661,18197.743675986265,14560.997827762596,19129.703594702543,19900.49751243781,19599.18716277766,13103.496601499544,10875.201457501225,14925.373134328358,12500.875902179245,12556.9336416509,17328.8487141756,14091.514259687478,13110.503818933501,10174.479714105528,10735.057108822086,15703.174269497582,15983.462966855861,12143.50781304744,15906.383575082335,13061.453296895803,13572.980169574661,7546.773176371663,13811.225562329199,10321.631280218626,11316.656155840516,12038.399551538085,13671.081213650059,17300.81984443977,12087.450073575783,18457.010721042672,17041.552799383364,15366.827832667648,11505.851026557353,15037.48861327167,14511.947305724896,14582.019480064466,9151.42596874781,10328.638497652582,10146.450844369701,12872.258426178963,12858.24399131105,14427.860696517413,12816.200686707309,11891.247985424987,15955.434097120033,14063.48538995165,10356.66736738841,14820.264872819003
1957-01-01,19648.670645686383,9902.333152468802,8681.497558328812,13456.32121540966,18197.232772653286,15077.319587628866,19390.938686923495,19933.532284319048,18292.186652197506,12988.334237655998,10716.223548562128,14656.809549647316,13354.584915897993,12594.953879544222,17240.911557243628,13876.83125339121,13334.237655995661,10227.889310906132,11190.992946283235,15938.686923494304,16121.812262615302,12160.879001627782,15626.695604991863,13279.978296256106,13429.191535539881,7379.272924579491,13795.442213781878,9915.89799240369,11272.381985892567,13537.710255018992,14005.697232772654,17464.731416169292,12493.217580032557,18441.399891481284,17240.911557243628,15301.139446554533,11604.720564297342,14466.901790558873,14812.805208898537,14310.90613130765,9068.095496473143,11781.063483450896,10221.106890938689,12974.769397721107,13225.71893651655,14500.813890396095,12669.560499186111,11964.188822571894,16081.117742810637,14093.868692349432,10831.524688008682,15151.926207270755
1958-01-01,19900.53050397878,9920.424403183024,8879.310344827587,13183.023872679047,17937.665782493368,15066.31299734748,17725.464190981435,20072.94429708223,18090.185676392575,13043.766578249339,10815.649867374006,14064.986737400532,13375.331564986738,12480.106100795756,16651.193633952254,13415.119363395226,14217.506631299735,10351.458885941645,11067.63925729443,15663.129973474803,15497.347480106102,12374.00530503979,14807.692307692309,13554.376657824934,13985.411140583556,7824.933687002653,14084.880636604776,10212.201591511937,12805.039787798409,13978.779840848807,13733.42175066313,16445.623342175066,12944.297082228117,18435.01326259947,17294.42970822281,14549.071618037136,12307.692307692309,14469.49602122016,14423.076923076924,14568.96551724138,9071.618037135278,12009.283819628648,10298.408488063662,12824.933687002653,13083.554376657827,14323.607427055704,12566.31299734748,11803.71352785146,15755.968169761274,13852.785145888594,10523.872679045093,14966.84350132626
1959-01-01,20448.747301628835,10158.95859226794,9393.602407274155,13580.166154248707,18623.667168182114,15562.242428206973,18113.42971151959,20317.91718453588,18270.425852031138,13678.288742068424,11179.433505592988,14980.048407143324,13429.711519591809,12814.809969254922,17263.033950415385,14005.36403480081,14057.696081637992,10603.780990383986,11225.224046575522,16144.43644927062,15712.69706286387,12585.85726434225,15267.874664747824,13671.747236213776,14365.146856806436,8340.419964675868,13612.873683521946,10590.69797867469,11493.425786616079,13815.660365016027,14378.229868515731,17079.871786485248,13226.92483809773,19179.695165827172,17989.141100281286,15248.25014718388,12553.149735069012,15189.376594492052,14698.763655393472,15156.669065218814,9472.100477529926,10603.780990383986,10728.069601622294,13168.0512854059,13436.253025446456,14783.80323150389,13122.260744423365,12291.489500883103,16222.934519526394,14633.348596846994,10682.27906063976,15385.621770131484
1960-01-01,22723.459180380767,10229.106163278477,9190.061310100033,13952.888028396257,18915.779283639884,15882.542755727654,18457.56695708293,20167.79606324621,18541.464988706033,13585.027428202646,11287.512100677637,16237.495966440787,13455.95353339787,12655.69538560826,17412.068409164247,14346.563407550822,14269.119070667957,10655.050016134237,11068.086479509519,16444.01419812843,16043.885124233624,12920.29686995805,15559.858018715715,14081.961923201032,14365.924491771539,8176.831235882542,13791.545659890287,10751.855437237818,12320.103259115844,14301.38754436915,14656.340755082285,17502.420135527587,12933.204259438528,19870.926105195223,18373.668925459824,15553.404323975476,12739.593417231365,15269.441755404969,14875.766376250403,15217.81219748306,9635.366247176507,12520.167796063246,10706.679574056147,13036.463375282348,13694.740238786704,14979.025492094224,13230.074217489513,12746.047111971604,16385.93094546628,14649.887060342046,10713.133268796386,15372.70087124879
1961-01-01,21372.92464878672,10319.284802043423,9802.043422733079,14112.388250319285,19067.688378033206,16219.667943805876,19016.60280970626,20664.11238825032,18441.890166028097,13601.53256704981,11487.86717752235,16992.33716475096,14093.23116219668,12994.891443167306,17828.86334610473,14457.215836526182,14527.458492975735,11174.968071519796,11302.681992337166,16902.9374201788,16558.109833971903,12688.37803320562,15338.441890166028,14450.830140485314,14616.858237547895,8678.16091954023,13346.10472541507,11040.868454661559,11047.254150702427,14195.402298850575,15044.69987228608,17733.0779054917,13237.547892720308,20134.09961685824,18748.403575989785,15491.698595146872,12809.706257982121,15549.169859514688,14955.300127713921,15689.655172413793,9936.143039591316,12286.079182630907,11066.411238825032,13358.876117496808,13965.517241379312,15217.113665389528,13575.989782886336,13109.833971902939,16858.23754789272,14782.886334610474,10887.611749680716,15715.197956577267
1962-01-01,21312.302839116717,10694.006309148264,10094.637223974763,14365.930599369085,19621.451104100946,16416.403785488958,19608.832807570976,21690.85173501577,19015.772870662462,13936.908517350157,11993.690851735015,17350.157728706625,14555.205047318612,13564.668769716089,18340.69400630915,15274.447949526813,14832.807570977919,11634.069400630915,11615.141955835961,17495.26813880126,17205.04731861199,13041.009463722397,16157.728706624606,14864.35331230284,15186.119873817035,8813.880126182965,15375.394321766562,11608.832807570978,15400.630914826499,15053.627760252366,15545.741324921135,18523.65930599369,13400.630914826499,21255.52050473186,19274.447949526813,16018.927444794952,12958.990536277603,16037.854889589906,15470.031545741325,16422.712933753945,10460.567823343848,13589.905362776026,11451.104100946372,13545.741324921135,14675.078864353312,15760.252365930599,14182.965299684542,13495.268138801262,17589.905362776026,15287.066246056782,11356.466876971608,16277.602523659305
1963-01-01,21943.6127744511,11115.269461077845,10454.091816367267,14439.870259481038,20028.69261477046,16672.904191616766,19878.992015968066,22486.277445109783,19585.828343313373,14340.069860279442,12624.750499001997,18394.461077844313,15313.12375249501,13909.680638722555,18643.962075848303,15649.9500998004,15094.810379241519,12025.948103792416,12125.748502994013,17745.758483033933,17558.63273453094,13329.590818363275,16791.417165668663,15506.487025948105,15625.000000000002,9568.363273453095,15007.48502994012,11982.285429141717,14028.193612774452,15175.898203592815,15612.524950099802,18762.4750499002,13560.379241516966,20895.708582834333,19710.57884231537,16404.690618762477,13173.652694610779,16379.740518962077,15780.938123752496,16860.029940119763,10778.443113772455,12980.289421157686,11863.772455089822,13841.067864271457,14826.596806387226,16148.952095808385,14745.50898203593,13691.367265469064,17720.808383233532,15375.49900199601,11807.634730538923,16317.36526946108
1964-01-01,23562.30031948882,11759.64610469403,11053.084295895798,14911.526173507005,20785.20521012534,17074.21971000246,20496.43647087737,23513.148193659377,20287.53993610224,15046.69451953797,13197.34578520521,19200.04915212583,15796.264438436963,14229.540427623495,19304.497419513395,16214.057507987221,15716.39223396412,12226.59130007373,12509.21602359302,18309.16687146719,18272.302777095112,14186.532317522733,17842.22167608749,15765.544359793563,16072.745146227575,9768.985008601623,15034.40648808061,12625.952322437946,13639.71491767019,15304.743180142543,16189.4814450725,19433.52174981568,13885.4755468174,20815.92528876874,20588.59670680757,17086.50774145982,13860.89948390268,17037.35561563038,16490.538215777833,17504.300811010078,11335.70901941509,12668.960432538708,12386.335709019417,14463.013025313347,15310.887195871223,16803.883017940527,15722.536249692801,14376.996805111823,18235.43868272303,16091.177193413616,12404.767756205456,16422.95404276235
1965-01-01,24230.72281887293,12356.703270182212,11475.805478460237,15252.805599131167,21304.452757330757,17750.69385784964,21201.882466513813,24912.513575479665,21485.459152890064,15681.187401954867,14064.196934958367,20586.460721612162,17201.64112465307,15777.724146253166,20351.152407385056,17358.513334137802,16477.615542415828,12972.125015083864,13116.930131531311,18993.604440690237,18969.47025461566,14975.26245927356,19041.872812839385,16942.19862435139,17062.869554724264,10389.767105104378,15862.193797514175,13237.601061904184,15590.684204175212,16658.62193797514,16815.494147459875,20176.179558344393,14377.941353927836,20996.741884879928,21304.452757330757,17919.633160371664,14625.316761192227,17696.39193918185,17219.741764209,18396.283335344513,12211.898153734763,14178.834318812596,13165.198503680462,15126.10112223965,15681.187401954867,17605.888741402192,16465.54844937854,15264.872692168454,19247.01339447327,16821.527693978518,13098.82949197538,17002.53408953783
1966-01-01,25095.369446563764,12817.65361817008,12377.48694172193,15851.869241152648,22207.87604906391,18352.01596337813,22284.17160631492,25494.453899876753,21638.593814190972,16321.38036269734,14936.3225541405,21562.29825693996,18087.91595750924,15482.129232936204,21174.951581665588,17947.062621045836,17213.451493632256,13762.544750278772,13903.398086742178,19772.287106050822,19819.238218205293,15446.915898820353,19830.97599624391,17741.65150537003,17565.584834790774,11027.642467280943,16515.053700334527,14208.580315746229,15394.095897646574,17577.32261282939,17788.602617524502,20993.016022067022,14771.993661599858,21456.658254592403,22113.973824754972,18780.444861787662,15171.078114912845,18234.63818299196,17994.013733200303,19408.415986853688,13210.869182463759,15106.52033570045,14009.038089089734,15922.295909384353,16004.460355654674,18393.098186513293,17154.76260343917,16479.840366218672,20529.373789541638,17700.569282234872,13604.084746757439,17412.99372028875
1967-01-01,25922.54605600867,13180.858951691096,12764.501226259054,16420.464267381507,22819.825471967146,18787.429418810243,23487.138538755487,26549.934409399415,22061.255917412876,17150.516169508926,15684.70883476872,22329.32185022529,17709.462157075228,16015.513602920206,21679.119374893056,18080.191638624307,17538.356242514114,14361.489762162777,14692.294530314264,20658.18741801175,20618.262704614153,15684.70883476872,19819.768436662293,18314.036388524495,18103.00576056579,11680.83043403867,16511.720755147435,14760.73689613871,15479.381737295385,17663.833913192266,18450.921120173385,21730.451149261393,14943.249871670563,21998.517082073802,23065.077282838076,18964.238863856724,15878.628871271316,18696.172931044315,18701.876461529686,20224.719101123595,13779.729652654993,15182.79815205612,14441.339188957963,16734.158444076882,16249.358352820394,18981.349455312837,18028.859864255974,16933.782011064846,21040.32396053157,18028.859864255974,14059.202646438143,18160.041065419493
