,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,United States,VA,VT,WA,WI,WV,WY
1994-01-01,39184.613507412614,28922.884509791966,27062.10725398085,30254.407906778117,35928.25330974316,35974.010127509006,45990.17753645294,47777.7438838387,36471.23421389788,33995.79037276555,32136.53834421329,38704.16692087122,31506.619486303465,29481.117686535297,37104.20352632543,32443.10902324447,32912.879018973836,28344.823378683428,28698.67610273931,40539.015313281685,39869.440546641454,30730.278811542925,34561.64968580319,35402.04990543592,32443.10902324447,25507.90067720091,27579.15929473492,31919.95607345495,29642.791775974627,32932.70697333903,36713.745348056866,42832.95711060949,27858.275883106588,37072.173753889336,40012.81190897444,33243.85333414679,28247.20883411629,32706.97333902752,34457.934232200605,34605.881276310174,28747.483375022883,30417.6072234763,31030.748581538654,30910.25562808859,27332.072478799346,34396.92514184614,36735.09852968093,31932.157891525843,35949.606491367216,33651.08901226283,26635.043621499608,32029.772436092982
1995-01-01,39392.58130536758,29689.71750399618,27759.60202572492,30941.603549500294,36743.9011637461,37269.75305875499,47405.84711453712,47836.08957408985,37171.155828440824,35052.80927411524,33179.46189814607,38476.82218138903,31914.130775780937,30185.691450425016,38246.76197732264,32886.65800206158,33345.284512765356,28806.824123455688,29281.88350587849,41721.567397182516,40393.49258279927,31385.291085914043,35505.460195103005,36276.31126846831,33166.016821285055,26098.38808467411,27950.82089663724,32804.49364346644,28945.756584352923,33703.81989572597,37653.68469800864,44152.13851416962,28669.385559987455,37853.86695349498,41155.380271590555,33974.21533037542,28611.123560256357,33797.93543375312,35190.247837583476,35663.813322577276,29489.53524850984,30093.069809826862,32047.08764696216,31704.985135720584,28388.53284333498,35221.61968359253,37363.86859678215,32622.238157128137,36504.8775751057,34331.25681590702,26914.056080909486,32526.628721671972
1996-01-01,39478.317000176045,30219.764098351035,28500.381433014492,31807.112258670266,37943.78264186374,38537.93791444164,48591.63194648201,49584.82483422334,38422.04096003756,35859.10451264597,34383.25215656358,37585.82242826125,33988.61569156739,30806.584120650197,39639.69250630831,33805.234434598904,34688.398568159144,29750.308080511706,29883.809635584767,43263.30614400563,41180.09506484361,32390.99818085793,36343.23103104278,37964.32134264421,34138.25479725368,26935.03902353148,28428.495980282845,33742.15128220175,31664.80840326272,35680.12440584473,38580.48236605833,45477.08467812921,29021.184202804998,39035.26788334018,42377.2079103339,34796.96027228449,29475.969720086847,35090.37028343407,36234.669326917436,36087.964321342646,30395.810105040782,32446.74608297635,32677.07294172877,32806.17334663458,29569.860923654713,36272.812628366875,38047.94319582184,33472.21407194413,37910.04049058154,35326.565342409485,27486.649844492695,33187.60636112904
1997-01-01,40696.56763772714,30987.88578021344,29097.202192096913,32819.440438419384,38908.27805018748,39737.52523795789,50500.43265070666,51423.42082492068,38970.29131814249,36626.766657052205,35125.46870493222,37773.29102970868,34871.64695702336,30956.158061724833,40899.913469858664,34707.23968849149,35956.15806172483,30817.70983559273,30728.29535621575,44744.736083068936,42346.4089991347,33544.85145659071,37207.9607730026,39035.18892414191,35288.43380444188,27717.046437842513,29026.535910008653,34884.62647822325,30565.330256706085,35881.165272569946,40359.10008653014,47166.13787135852,29577.444476492645,39607.73002595904,43839.05393712143,36088.8376117681,30387.943466974328,35910.008653014134,37402.65359100087,37349.293337179115,31273.4352466109,32551.197000288434,33511.6815690799,34502.45168733776,30615.806172483415,37388.231900778774,39411.59503893856,34672.627631958465,39291.895010095184,36644.072685318715,28244.880299971155,34959.61926737813
1998-01-01,41767.566565410234,32303.65521470643,30238.594389537786,34412.92659621501,41217.07383162909,42464.95243799826,53677.31998459761,54284.85859752706,41991.47164106733,38376.1890500435,37232.41917311998,37971.16330809053,35936.05156947475,32453.400647470728,42603.288694932904,36734.69387755102,37366.4769891185,31992.755173348167,31753.162480925286,46730.55805131277,44805.25963005747,35411.22948131034,38913.84646101627,41559.349106518916,36375.3048389167,28769.663001468933,30563.755900683125,36202.741054493075,33209.258546185774,37631.74032715812,43280.70850981902,49316.162523709696,30402.601292089163,41723.356009070296,45629.57258375048,37633.16647413682,31388.06885437613,36958.59895320812,38946.64784152655,39209.05888560875,32658.76581240463,34605.45643834054,35783.453842753035,36428.07227712888,31670.44595616024,39209.05888560875,41308.347238266375,36719.00626078524,41864.54455996235,38531.63907072263,29166.131861549653,36657.68194070081
1999-01-01,42104.59703843287,32760.05118757998,30715.36049275077,34967.8671372924,42931.47333042708,43828.66223228474,55517.43049598515,55798.68093543896,43761.16212681582,38899.748280856686,38227.559730562076,38837.873184176846,36147.71273080114,33269.114482991376,43534.7555230555,37328.96457650715,37787.402792816865,32609.58220247219,31889.581077470433,48891.170142453346,46333.197395620926,36271.46292416082,40086.62513535177,42525.06644541632,36957.713996428116,29082.70169172139,30548.01648127575,36784.744976164024,33304.2707879231,38625.52910238922,44798.97624840039,50419.76628088481,30266.76604182194,42610.84782944973,47307.73016832839,38136.15333773959,31485.986696854212,37262.8707232355,39960.06243759756,39982.56247275386,33309.89579671218,35509.27423324099,36219.43159286186,37198.18312216113,32336.769276201994,40207.56282431691,42994.754679304184,37968.80932626457,43292.88014512522,39223.18628622857,29555.202430003796,38536.93521396127
2000-01-01,43997.68983251286,33357.16839470862,31257.391160859162,36125.244080195815,45618.93237259702,46577.37685982234,58932.64761695223,59680.701850884194,46492.12067874921,40410.05472896785,39547.867220373475,40117.15849399081,37596.60075355463,34568.63122576387,45477.297104040044,38605.92392948489,38731.058001705125,34123.09892467204,32874.50840185914,52777.70138335029,48788.53716894475,37784.98941173235,41596.765765518,44481.72492505707,38306.152196034214,29740.656197574324,31602.54118423586,37691.48263249086,35535.32631115756,39773.38357030885,48572.646516872475,53759.52256538599,31653.41987294079,43807.92607464041,49441.70952394049,39184.84090096532,33172.905035615084,38856.19207392536,41719.14963834878,41734.27573499079,34411.86986056489,36752.289540991726,37124.94155826297,38850.69167514645,33225.15882401474,42010.67077363109,44870.87813866505,39880.64134649762,44742.99386705536,40555.815296609006,30630.345700063255,40463.68361706224
2001-01-01,45173.480365788055,33682.087143625606,32061.592253899944,36237.22431414739,45609.19849381388,46815.49220010758,60559.440559440554,60259.54814416353,49646.3152232383,40888.918773534155,39931.414739107044,40583.64712210866,37849.65034965035,34700.107584722966,46000.537923614844,38456.159225389994,39062.66810112964,34378.69822485207,34467.45562130177,53403.71167294244,49774.07208176439,38758.741258741255,41277.56858526089,44939.48359332974,38507.26196880043,30669.71490048413,32154.384077461,37361.48466917698,35628.02582033351,40591.71597633136,49464.76600322754,54046.53039268424,33008.33781603012,43596.01936525013,49994.62076385153,39350.457235072616,34369.28456159225,38695.53523399677,42446.20763851533,42758.20333512641,34486.282947821404,37066.97149004841,36976.86928456159,39807.692307692305,33441.36632598171,42426.03550295858,45642.818719741794,41291.01667563206,44359.87089833243,41436.25605164067,31913.663259817105,41978.214093598704
2002-01-01,46038.535390319805,33994.57061510958,32152.552473018604,36184.863934317684,45086.40667417069,45560.48467191949,59135.27113818447,59755.015559822554,49870.8865788254,40806.462292259814,39841.091173938956,41518.90352910018,38143.41521552009,34790.438985632,45712.772296894655,38273.190756803284,38691.65066543071,34500.43037807058,34802.357147586576,52200.22512083692,50314.50705157916,39126.00145666424,40515.12944448123,44877.17671985698,38593.65688935973,30725.02151890353,32465.073164272,36888.03548963782,36015.361186519236,40459.511355359864,49014.103158312915,53570.81374561346,33419.85036085546,42614.050188704234,48959.80930940873,39288.88300337681,34428.92140634311,38083.824405747204,42486.92312785539,43436.40336357015,34591.80295305568,36412.633251671854,37213.79858306297,39039.92584254784,33327.153545653186,42112.163146394756,45679.66629146527,41308.34933456929,43993.90849500099,41589.08826061048,32451.830762100246,42124.081308349334
2003-01-01,46808.04093187544,34672.62291250032,33197.41318858271,36859.4654961951,45699.036438719064,45135.443991377295,58304.547697582006,59707.03581539101,49327.32514349531,41268.21286652988,40003.37636028362,42278.523751395995,38106.121600914215,34723.26831675454,45556.19042672,38237.28021193154,38995.66267563566,34621.97750824611,35045.32114380698,52149.18318053139,51028.49128639327,39918.96735319326,40603.32961067969,45704.230839155396,39028.127678362725,31244.318624522766,33911.64324857803,37281.51053164688,38520.375035711506,41903.22831987118,48533.88047684596,53459.47069059554,33903.85164792354,43030.41321455471,48593.61608186375,39569.64392385009,35301.145365296215,38338.571020439966,42939.51120691894,44484.84533672701,34792.094122535906,38806.06705970963,37736.02056982573,39186.55689167078,33437.65420876296,42410.9809625224,46945.69254343818,41921.40872139834,44499.12993792692,41664.285899800016,32210.47710568008,43687.50486975041
2004-01-01,46858.12562439142,35895.39309786664,34174.285822679165,38132.45317854749,46750.6354565803,45212.8937617765,59559.66968903727,63211.806214196295,49120.477509263124,42624.2776028428,40444.12408159136,43420.96943485464,39980.01947468923,35786.63833984597,45988.08756022611,38768.54205394742,38883.6197630158,35446.46357347901,35387.02783363051,53418.819631498416,52499.46254916095,40588.28736547922,40583.22900464105,46896.063330677694,39703.0742187994,31977.69262870367,35451.521934317185,38678.75614906989,37917.47284292525,42358.71365883885,49728.745400053114,54156.07572366175,34606.77567434273,44479.43144024179,49436.625061648774,39945.87553903158,36918.446577386596,39177.00469162968,44083.61470465496,45357.057045664355,35271.950124562136,40303.75456833214,38487.80302742896,39324.96174614616,34118.64385345929,43227.48713279462,48158.12435980121,42939.16056501891,45916.00591828218,42134.88119174982,32408.917890157696,45425.34491697965
2005-01-01,47835.8428564422,36514.78738535485,34384.9624797685,39420.766099367305,47497.42508215214,46126.58786600618,60601.30462504292,64601.01034871745,47982.98101917701,43817.74486242582,40809.99558585512,44482.318897444704,39740.79160331551,35820.785717789004,46250.42915297465,38471.724949727795,39653.73485703075,35685.90906861543,36747.7561430183,54025.45490215313,53105.84138506057,40075.530923537204,40163.81382117809,46363.235077738,39550.73814311639,32757.859630192754,36587.13031536613,39493.10902937859,38907.0086811516,42180.83280200108,49541.419392809854,54242.483692186965,35244.49458041101,46479.71945656972,49836.92186963559,39750.6008141645,38867.77183775565,39390.11231546423,44353.573005051745,45056.157732110456,35725.14591201138,41117.7595762421,38513.41409583599,40629.75133650498,35253.07763990387,43735.592721565554,49079.16033155133,42391.730835254304,45615.28275050272,41956.4471038305,32904.99779292756,47705.87081269312
2006-01-01,48783.76610246102,37187.615229984185,34941.894351203155,40989.163920971565,49308.32272721866,47423.01150218268,63308.39409546693,65877.6510330554,48454.282689631385,45210.59580592594,41124.76359267762,45574.573872084315,40676.33309940408,37163.8258138954,47603.811064457426,39139.53682006875,42120.35065599315,36250.31223608617,39998.33474087379,56275.0532288185,53874.701145460385,40641.838446075344,39922.20860938969,46819.94980433206,40275.481438308096,33099.40407512698,37908.43453747428,40666.81733296857,39395.27304302316,42485.518192955955,50987.85550308668,56340.47412306265,36199.16499149529,46909.160114664985,52051.24240225524,40413.460051623035,41215.16337381499,41022.46910349586,44965.56482021149,46055.120077077714,36622.6165978756,41611.257151693215,39107.4211083489,42133.43483484198,37000.86831368724,45013.14365238905,50152.84699837043,43545.336679711196,47274.32765162779,42876.85408761642,33933.22310903879,52104.768588455
2007-01-01,50663.00709909784,37656.48704675213,35942.51236262145,41230.355881365154,49878.97949020834,48361.880276552125,66140.89335139954,68741.96574366813,48105.94216493532,45378.63785336251,41042.745138913015,46672.22550348006,42115.137407497474,37590.47585959304,48811.21958563504,39195.58998946137,43715.61917335464,36513.451226997415,41932.1590290565,57513.1153806066,54468.494134269065,40998.73768080695,40149.85697576115,47858.11069033804,40797.22984632132,34084.934394144686,39190.9576254502,41644.95246036433,42271.47969287426,44220.54685057151,51444.71852598176,58058.57624292116,36804.13206869795,46173.08828127714,54453.43895123278,40962.83685972043,41104.123962060934,41255.83388342655,46332.9048396623,47027.75944133689,37278.94937984226,44389.628136979,39332.244727790705,42709.23809192926,38128.98817589086,45846.50661849008,50979.165942859785,44696.52225271861,49246.66180268445,43453.89060672387,34214.64058645728,52848.324821364455
2008-01-01,54310.15872655175,37995.52338859032,36536.647995182524,40432.663356549594,49300.671491711444,48812.10730233033,68788.70166907161,68863.69059116267,46872.62109006623,44521.832002090596,40075.897878722455,47591.833024666805,43732.175928556004,37142.24035085725,49126.83353595491,40073.62548714394,46652.1991069501,37301.30776135343,43548.11221069614,58566.34815311374,55703.134764182556,41993.79637099065,40705.350345971616,48837.103609694015,42180.13248042903,34922.11377864633,40413.348028132204,42916.38735186847,46553.35007328462,45778.46454501039,51938.918114369466,58634.51990046924,38121.641121198,43902.60529694476,54434.00406758092,41646.12045947757,44486.609932623585,41875.63200890777,47114.63079317828,47137.354708963445,37619.442582345786,46460.182018565436,39714.58761773828,45267.17643984411,38385.238544305954,46418.142774362874,51563.97350391419,46327.247111222205,50103.96191471714,44149.159783213836,35783.3501869042,56186.01797461738
2009-01-01,53312.02854690817,36944.98396494873,35470.21093997019,37791.90568679706,47043.678576268125,45460.49957089299,67286.23695740548,67766.15926645286,46361.62428293961,41529.653552554315,38634.31049279552,46460.99643163648,42059.26193595013,35231.94362889019,46397.75960973847,38619.63051628348,44471.29499977415,36358.914133429695,41559.01350557839,57309.49907403225,54708.88477347667,41902.29911016758,38672.70427751931,46256.60598943041,40997.786711233566,34125.29924567505,38934.68539681106,40563.033560684766,45379.19508559555,44516.46415827273,50949.68155743258,56267.22074167758,37152.762094042184,40793.39626902751,53001.49058223045,40192.64646099643,40465.919869912825,39845.97316951985,45672.794615836305,45833.14512850626,36104.8376168752,44531.144134784765,38875.96549076291,42045.71118840056,35904.964090518995,44386.60282758932,49788.83418401915,45573.42246713943,47065.13392655495,43066.5341704684,35743.48434888658,50249.55960070464
2010-01-01,55273.786147804356,37763.29882184934,35944.7518743306,37685.20171367369,48126.7850767583,45549.5805069618,68493.39521599429,70499.3752231346,45854.15922884684,43264.68225633702,38758.47911460193,46298.19707247412,42607.550874687615,35643.52017136737,46977.64191360228,39706.80114244913,44427.213495180295,37025.8389860764,42470.323098893256,58803.77543734381,55355.23027490182,42415.6551231703,39757.006426276326,47458.49696536951,41262.04926811853,34823.500535523024,40163.111388789715,39994.6447697251,49179.98036415566,45837.42413423777,52416.54766154945,56855.81042484827,37551.320956801144,41602.32952516958,54197.1617279543,40811.31738664763,41455.06069260978,40098.40235630132,46966.485183862904,47561.1388789718,36537.17422349161,46049.40199928597,39951.13352374152,43411.95108889682,35742.81506604784,45248.348803998575,50698.41128168511,46290.387361656554,47223.08996786862,43564.79828632631,36417.797215280254,51761.64762584791
2011-01-01,57296.05054601502,38132.50838972027,37364.04280670304,38546.80206818903,49745.8488647916,47807.74149823461,68827.40678392236,73222.85501907501,47855.83891737083,44202.621309342925,40183.20744198249,46739.76016877822,44685.78174702944,36561.69040565801,48179.40337337808,41189.97387435643,46882.959303024676,37829.713273794565,42594.637137766316,59856.144991856236,56620.50043178366,43180.55115269838,41198.71885965392,49337.02080213378,41978.115674293025,35476.21910560663,41702.64863742198,40250.981078038065,53424.20830554979,49854.06805784808,53657.04353909555,57775.93161421498,38334.73617472481,42189.08844459506,55500.049190542304,42552.00533444103,43390.43079983822,41026.00540002843,48227.5007925143,48201.26583662182,37609.99551819504,48678.960658497395,41206.37072178923,45846.6785452717,37182.58436178005,46621.70286726206,51992.21696308524,47828.51083831616,48402.400498464165,44891.28890152054,37701.817863818724,55345.91882467398
2012-01-01,57240.97225948382,38159.57503890111,38942.96292321725,39023.447979825076,51288.29747276922,48822.235338305516,68204.11010355744,72460.15989697912,46972.15217041369,44224.92890486666,39974.24478188549,46706.01491656382,45650.05097386918,37357.94387508719,49293.34120298331,42011.05328110747,48197.67129902881,38235.76755915651,43635.778290497394,60373.450662660296,56319.15007780222,42916.77845146751,41897.301067768414,50865.48264205612,42907.12024467457,35886.677040296185,43158.23362129098,41719.1608091431,60155.60444277512,49777.32467671835,54423.99527821001,58201.427268337175,38304.44814079519,42581.96061597896,56473.68138648924,43224.76793475344,44969.68396201105,41989.590599345385,48974.62037881633,48610.82792294897,38425.71229275098,48286.74142834147,41937.007029028275,47077.31931104791,38227.18248645168,47473.3057895584,52636.15388742823,48138.64892418307,50494.17824757203,45757.36438267961,37809.73332617911,57516.76772012663
2013-01-01,55135.00965485222,37676.082345865296,38288.08390752445,38954.95457471167,50726.48806069367,49686.0854058731,65420.8565911513,70782.20130630677,46367.559696531636,42990.999356343185,39552.183684882504,45950.765529539625,45382.02614723913,37668.69612012113,49313.60859334606,41610.830317291155,48188.79193002079,37730.95145139335,43257.95865823933,59215.3717909487,54732.98793934853,42154.24549704023,41459.94027708898,50029.017315423494,42334.680440219054,35850.62941195091,42356.83911745154,40174.73699760475,57335.04975150626,48444.14430574753,53205.09438541326,57364.594654482906,36780.23868060904,41501.092106235024,55791.32857097635,43000.495932299964,46013.02086081185,41639.32004516149,48434.647729790755,47592.61799495626,37905.05534393432,47470.21768262443,41256.29148157137,46852.940245433725,38093.93168796362,46851.885070327415,50854.16424855705,47795.21161536757,50065.948444144306,45040.14941279505,37029.26000569794,55750.176741830306
2014-01-01,57143.153462420014,38085.064456912914,39638.66792503708,39688.449611599135,52495.82559815808,52116.2402381224,66877.54742224205,73144.85433671088,47042.65668267286,44468.52864002655,41018.035490194045,47131.84887109655,45757.66689828979,38484.355067879405,50337.58206199894,42230.426981674114,48007.176859812695,38606.73504734446,44111.75988633181,60286.65954511984,55045.06279752336,42663.94250215202,42344.51001337883,51189.05632590411,42915.96229037243,35908.15278829301,43403.40797129256,41360.28458530818,58749.64997251636,49975.62771595399,53917.7150205868,58459.25680090437,38248.92917517968,42652.53419898155,56518.808143454226,43846.25755800085,47587.14387944535,43200.132751164165,49228.90241752315,48360.834258097304,39156.40783646716,48466.62034204167,41718.09045747296,48482.17711909231,39017.433961481416,48007.176859812695,51607.01506933137,48634.63353418861,52124.53718588274,45795.00316321133,37588.284709762396,58338.951058379396
2015-01-01,58278.18652636771,39242.262320687245,40349.99383451848,40988.121172263556,55300.25895022401,52818.65263677093,68048.41958156932,76846.56171647005,48540.83603929467,46196.925479879974,42672.32520859879,48450.4089769411,46695.30190307863,39883.472399194376,52085.98791565621,43308.39738583583,47882.15709646924,39835.17612725554,43655.71951169386,63233.17851124173,56549.7965391097,44123.268527271975,44167.45447819475,52769.32878457807,43854.042500719304,36068.06691602614,44283.57104689876,42780.221135270665,54432.98121583296,51078.95926671873,55654.774137860164,60018.90747667393,38793.209749681446,45006.98754572732,58169.263019441816,45006.98754572732,45500.22606765588,45384.10949895187,50650.45830079329,49374.20362530313,40690.122898598376,49640.34691109376,43093.6331127461,48056.845739652264,40980.92811048543,49387.562168605364,53040.60997163878,49444.07908257635,53853.4259525669,47194.7059065313,38090.34485593325,57667.803855481114
2016-01-01,56530.36919412465,39396.9931087835,40900.4387170326,41910.20042548427,56862.206207184376,52230.73869362079,68760.49714477661,78887.63347278631,49048.7678260604,46548.7932736841,43507.29328895268,49430.48218157388,46486.70107185391,40362.984904469624,52266.36536680205,43915.4731731151,47553.465457395585,40023.00465182561,42886.37127065074,64612.534481530114,57619.52748852312,45026.007471422316,44869.25010942478,52912.73500880488,44610.70225262365,36276.096538105274,44076.30215490478,43358.67916653943,52216.488024348284,49559.75610997445,56673.893791797724,60846.28617379709,39162.87497073523,45515.619751427614,59445.64896529962,45372.09515375454,42805.95677975591,46281.08427235065,51477.48903207418,49383.65855396423,41481.662442361136,49148.52251096792,43706.80265876772,46689.26415651306,42034.384829144656,49850.87692511273,53598.80294378111,49701.24489775145,55268.16705856007,47429.281053735205,37738.82594843293,54375.46441913254
2017-01-01,56500.0,39968.0,41403.0,43255.0,58214.0,54176.0,69147.0,79567.0,49997.0,48447.0,44836.0,50506.0,46767.0,41197.0,53056.0,44568.0,48271.0,40403.0,43486.0,66069.0,58245.0,45905.0,45264.0,53826.0,44781.0,36579.0,45369.0,44219.0,51830.0,49533.0,57878.0,61704.0,39196.0,46991.0,62206.0,46114.0,43873.0,47566.0,51886.0,50414.0,42385.0,49408.0,44407.0,48524.0,43030.0,51006.0,54377.0,50009.0,56800.0,48311.0,38841.0,56378.0
2018-01-01,57675.650839272275,40398.47102873176,42067.239542090705,44282.48819544241,59618.14822418395,56503.50470715899,70542.86300847582,80429.36328709271,51490.35594529333,49872.422793794176,45579.767525979805,50399.35087153318,47680.636615146985,42285.24503622019,54821.0497502224,45512.31291120431,49155.83971219364,40724.99046836965,44446.72551837405,67641.33697001691,58573.09049672014,46660.018965500385,46034.35297337987,54942.27253619576,45634.513300290346,36781.33951178501,46150.68774378978,45016.66813307133,53937.29653635217,50283.99370423595,58983.68380404923,62760.164628364175,40058.26514551623,48185.07982129415,62790.47032485752,46749.958451867715,44999.071277042945,49084.4746849674,53248.086341906914,50964.40547066702,42835.63558866372,50423.79094935038,45408.68698125935,50196.00942409401,44444.77031214868,52116.999540526536,54872.86271519489,50533.28249797147,58484.12861346551,49388.509253013464,40082.70522333343,57871.171461809936
2019-01-01,58188.672712759304,41352.58080958655,42063.30124352033,45891.95895325018,61761.5095355793,58933.05378970754,71337.48160686293,80472.98012098597,51720.05885803864,51612.344800392384,46671.924138527975,51875.859548562694,47773.10803142942,44124.294328662516,55528.52018195982,46422.835380221004,50160.12848748305,41802.67169332269,45215.860894988415,69611.17148655017,59361.024822319894,48070.28342261418,46718.08730609065,55687.20607045654,46571.90394214216,37644.13968205119,47753.87337827831,46522.85557660682,54488.887179141944,51465.19970378634,61498.95652006655,64934.26557285606,41568.97065753662,49954.3176987661,63916.75242116197,47504.78461997134,46333.39424306831,50192.82739783995,53990.70966252801,53013.58928245126,44383.9621462026,52325.95043229883,47031.61215245386,51232.46040065782,46319.92998586253,53440.59858240606,56128.64136027467,52200.92518681657,61003.66420142529,50365.9392762,40984.23720174266,59486.050067802156
2020-01-01,58705.782974725,43510.40707662228,44703.448144949274,49390.19181670638,66499.93830734333,61380.396921061874,72872.31518303737,86076.44194721007,52673.19026964437,53662.17101204431,48841.60173119086,54094.96872656866,49943.52749119694,47082.886457038185,58410.60734047703,49103.55824261349,52296.390505025585,44657.89049078881,47582.122417213206,73528.15557938896,61540.79782841849,51532.3506800429,50101.08104516852,58206.54701454998,49489.84918518238,40286.25392697488,50765.46350167519,49144.370307798905,57296.34304913583,53857.68927781627,64098.670285969194,66846.36630252181,44117.84246542839,51874.98220404135,66813.14717969648,50150.435170509016,47474.87210637712,53714.372490769834,57179.601560349656,56235.22935431517,46287.525744820196,56398.47761505681,49301.92386177049,52006.909577547674,49108.30383158854,56106.14933419387,58275.83261358568,55173.166541699495,64178.396180749995,52607.70114178871,42584.06810869297,61781.87374835091
2021-01-01,59550.52100352176,45832.87949751298,47990.41498747413,51703.69966960752,69788.14943905892,65058.272519333404,74149.5116726573,88737.61028210435,54114.475547326,56491.6675743383,50901.3179392223,55414.26133681879,52821.95113095886,50292.27026830774,60461.82333079185,51967.83211705333,53564.4265330574,46989.253167774026,49874.741313582395,75974.8393421196,62658.38870130342,53705.115637367024,51644.70101296155,61224.26750898595,51401.44501325201,42575.24597901463,53528.119667429106,51758.15996804996,59883.636495661325,57652.579602802885,66869.9851141851,69019.35155937988,46002.61409432523,55163.74396398359,69019.35155937988,52036.81516174709,49460.84304541989,56619.64927567803,57890.38957266819,57090.7308572051,48306.284718440256,60826.70733035617,52182.950295900955,54634.571397451255,52811.05907127038,58499.43724358276,60787.67744980576,55192.78945648622,66830.04756199397,54867.84300911302,44287.11469338852,64410.194967868425
2022-01-01,58381.20414146037,43770.01677596462,46853.23572772102,49881.38206835782,65020.41922966127,64853.50685442192,71829.08850592244,84856.72648399507,54132.1403758494,54370.22351007406,48457.96688865166,52973.07372951723,52119.87189263383,48280.88726212869,57912.66331147375,49876.29844271602,52795.994102994264,44579.160523952356,47159.94780811008,72621.28683510414,60167.25128361548,52208.83534136547,49062.91834002678,59150.52615525393,49977.12368461187,39894.59949502652,52200.36263196245,49879.687526477224,60191.82214088422,56701.91313778321,63504.65151746226,65626.2179519767,44963.82153084914,52948.50287224849,65563.5199023944,49396.743090505486,49093.42009387763,54213.47838611832,55357.29415552506,54288.88549980513,46072.89919170353,59085.28629285073,50072.86530086592,53218.78230220461,51350.54987884026,56001.22007015404,59031.908223611754,53821.19194075882,64036.73766797147,52404.55492857507,42474.53950824395,64726.416213376724
2023-01-01,58319.49817212304,44255.06857605522,47110.15514463537,50864.86795940233,66057.9195734136,65219.63148037589,73039.01924382326,86297.0565864909,54433.112788596016,55466.86512966886,48817.809328306335,53885.976462506034,51161.74462064397,48409.706149354315,58652.359883212164,49956.245450753646,53870.437463708266,45032.83635798583,47975.43202505868,73409.50168884383,61293.17183679145,53095.94104994562,49777.95588560026,59183.95721050437,51102.04215157885,40559.24038831141,53221.070882369786,50361.8951035797,58536.22631324986,58071.69203340067,64557.1794263656,66511.00406467495,45117.07408831059,53831.99888773483,66760.4458874813,50131.263647739084,49393.570125865896,55215.787622778545,56144.038340434934,54881.290227605445,46764.20796087444,59331.16877806221,50738.10244289418,53787.835417467475,52096.53807463627,56772.95887072371,60259.419495718605,54634.30193092507,65813.38480285919,52965.90416526952,43192.6917635128,66995.98439557385
2024-01-01,60087.039846682106,45263.91439750858,47642.73736325162,51470.09502515372,68288.7487023876,66042.4818334265,74451.01014133994,86427.37363251617,55323.8042002715,56208.576219755654,49822.72618382177,55513.85450770582,50764.992413958316,49377.944581969175,59248.58260800128,50947.85594506109,54330.4320051106,45936.27724986026,48975.48510740238,75003.59338816578,62715.00439191887,54403.098299129604,50483.90960632436,59844.28651281642,51696.87774494929,41537.171604248186,53992.65351752775,51788.708775852436,56668.52990497485,57381.617823205306,66180.62764513296,67133.27477441508,46036.89211850196,54824.722510580534,68460.4328036413,51285.634432643936,50036.732412361256,56444.14277728979,56813.86249301286,55846.04328036413,47907.84955681546,59058.532300566956,51831.03090313823,54253.773057574064,53056.775533019245,57833.586201389444,61561.12752535335,55965.82288588997,67027.07019084884,53969.49612712609,44029.385929889,68629.72131278447
