,euro spot,euro forward,euro interest,yen spot,yen forward,yen interest,dollar interest
2001-03-19,0.8973,0.8977,4.61375,0.008173273395995096,0.008366100560528738,0.14,4.71125
2001-03-20,0.9025,0.9031,4.61438,0.008151952392598028,0.008345155637152633,0.15,4.73
2001-03-21,0.8982,0.8989,4.5775,0.008101758081503686,0.0082904990880451,0.15,4.675
2001-03-22,0.887,0.888,4.49,0.008069722401549387,0.008254230293025175,0.1475,4.64125
2001-03-23,0.8924,0.8935,4.43563,0.00814265939255761,0.008331250520703158,0.14375,4.66125
2001-03-26,0.8955,0.8969,4.42625,0.008117542008279893,0.008306337735692334,0.1425,4.68625
2001-03-27,0.8985,0.8997,4.4075,0.008115565654926148,0.008300821781356355,0.1375,4.66125
2001-03-28,0.8888,0.8902,4.42313,0.008205464839583163,0.008395600705230459,0.1325,4.74875
2001-03-29,0.8822,0.8834,4.4125,0.008129420372327452,0.008317391665973551,0.13125,4.71
2001-03-30,0.8851,0.8863,4.42438,0.007985307035055497,0.008171269815329302,0.13,4.71
2001-04-02,0.8812,0.882,4.42875,0.007924558205880023,0.008105041335710812,0.1375,4.6425
2001-04-03,0.8865,0.8874,4.44813,0.007939028262940616,0.008121497604158208,0.13125,4.66313
2001-04-04,0.9047,0.9056,4.41688,0.007991688643810438,0.00817594636579184,0.12875,4.5975
2001-04-05,0.8969,0.8975,4.43625,0.008026326350429408,0.008206811653672548,0.1275,4.59
2001-04-06,0.8994,0.8998,4.45,0.00804764204088202,0.008226390259953932,0.1275,4.60125
2001-04-09,0.9022,0.9027,4.40875,0.007991688643810438,0.008168599901976801,0.12375,4.52
2001-04-10,0.8945,0.8949,4.408,0.008024394158241053,0.008203445447087777,0.12125,4.53
2001-04-11,0.8813,0.8816,4.4375,0.008032128514056224,0.008218952905399852,0.12,4.58938
2001-04-12,0.8904,0.8903,4.60813,0.008099133392726979,0.008284317786430288,0.1125,4.64625
2001-04-17,0.8805,0.8806,4.64188,0.008080155138978667,0.00826856292376385,0.10875,4.68375
2001-04-18,0.8757,0.876,4.67875,0.008157937673356175,0.008353521009105339,0.1125,4.74
2001-04-19,0.8896,0.8882,4.5725,0.008224360555966773,0.008399126490844951,0.10625,4.325
2001-04-20,0.8997,0.8982,4.645,0.008163931749530574,0.00833750208437552,0.105,4.34125
2001-04-23,0.9001,0.8983,4.64688,0.008220979940808944,0.008393486654356219,0.10125,4.28
2001-04-24,0.9,0.8978,4.71,0.008192020971573687,0.008364001338240215,0.10375,4.25375
2001-04-25,0.8992,0.8971,4.70063,0.008183306055646482,0.008357709987463435,0.09625,4.24
2001-04-26,0.9011,0.8992,4.69438,0.008165264962848045,0.00833750208437552,0.095,4.25875
2001-04-27,0.8931,0.891,4.66875,0.008056070248932571,0.008227067050596462,0.0975,4.23
2001-04-30,0.8871,0.8849,4.7425,0.008084074373484237,0.008257638315441783,0.1,4.3025
2001-05-01,0.8903,0.888,4.78,0.00817594636579184,0.008349336227769892,0.09625,4.29875
2001-05-02,0.8901,0.8876,4.76,0.008173273395995096,0.008345155637152633,0.095,4.25
2001-05-03,0.8934,0.8909,4.76438,0.008267195767195768,0.008440243079000674,0.09625,4.25
2001-05-04,0.8973,0.8944,4.74375,0.008246742536698003,0.008413259296651522,0.09625,4.22
2001-05-08,0.8838,0.8807,4.7025,0.008201427048306405,0.008368901163277261,0.0925,4.06
2001-05-09,0.8843,0.8813,4.69625,0.00820411846747067,0.008370302167908262,0.09,4.04
2001-05-10,0.8816,0.879,4.65375,0.008153281695882593,0.008317391665973551,0.09,4.03
2001-05-11,0.8763,0.8748,4.46563,0.008177952240758913,0.008346548702111677,0.09,4.06
2001-05-14,0.8745,0.8728,4.4925,0.008125457056959454,0.008291873963515755,0.08875,4.14
2001-05-15,0.878,0.8762,4.48563,0.008098477486232589,0.008265829062654984,0.0875,4.1
2001-05-16,0.8846,0.8825,4.46813,0.008098477486232589,0.008260366760284157,0.0875,4.0
2001-05-17,0.8807,0.8788,4.47438,0.008128098837681867,0.008291873963515755,0.0875,4.02313
2001-05-18,0.8765,0.8746,4.47,0.008106355382619975,0.008275405494869248,0.0875,4.05
2001-05-21,0.8761,0.8742,4.49313,0.008122157244964262,0.0082904990880451,0.085,4.08588
2001-05-22,0.8677,0.8657,4.47375,0.008153946510110893,0.008321544478655239,0.08375,4.08375
2001-05-23,0.8589,0.8569,4.5,0.008280887711162636,0.00844880027036161,0.08,4.06875
2001-05-24,0.8595,0.8574,4.48875,0.008318083513558476,0.00848536274925753,0.07875,4.0425
2001-05-25,0.8581,0.856,4.49,0.008301510874979247,0.00846811753747142,0.07875,4.01125
2001-05-29,0.8536,0.8515,4.47938,0.008321544478655239,0.00848536274925753,0.0775,3.99
2001-05-30,0.8571,0.8551,4.455,0.0083236224404861,0.008490405841399219,0.07625,3.99
2001-05-31,0.8473,0.8451,4.4425,0.008424599831508003,0.008590327291469805,0.07625,3.98
2001-06-01,0.846,0.844,4.41563,0.00840548037320333,0.00856971462850287,0.07625,3.93
2001-06-04,0.8518,0.85,4.38375,0.008359806052499582,0.008522969402539845,0.075,3.93
2001-06-05,0.8467,0.845,4.37313,0.008318775476249896,0.008481044864727335,0.075,3.94
2001-06-06,0.8507,0.8489,4.33313,0.008296001327360213,0.00845880561664693,0.075,3.92
2001-06-07,0.8474,0.8455,4.32875,0.008333333333333333,0.008493290300662476,0.07625,3.9125
2001-06-08,0.8473,0.8453,4.35875,0.008289124668435014,0.008449514152936207,0.075,3.91
2001-06-11,0.844,0.8421,4.34225,0.008198737394441257,0.008356313194618534,0.07375,3.90875
2001-06-12,0.8489,0.8467,4.35613,0.008210180623973728,0.008367500627562547,0.07375,3.8825
2001-06-13,0.8552,0.8528,4.4,0.00819336337566571,0.00835282325425994,0.07125,3.88
2001-06-14,0.8527,0.8502,4.39588,0.00821962847279303,0.008375910880308233,0.07,3.85875
2001-06-15,0.8633,0.8607,4.38,0.008239268352970256,0.00839278220730172,0.07125,3.84
2001-06-18,0.8589,0.8561,4.36325,0.008112273870365864,0.008261731658955716,0.0725,3.76125
2001-06-19,0.8572,0.8545,4.3575,0.008129420372327452,0.008280202036929701,0.0725,3.74875
2001-06-20,0.8514,0.8487,4.34525,0.008097821685966476,0.008249463784853984,0.07438,3.74
2001-06-21,0.8526,0.8497,4.31725,0.008050233456770247,0.008198065256599442,0.0775,3.73
2001-06-22,0.8542,0.8515,4.31813,0.008054123711340207,0.008202099737532808,0.07688,3.73
2001-06-25,0.8602,0.8575,4.30813,0.008067769261799113,0.008214901831923109,0.08,3.68
2001-06-26,0.862,0.8592,4.3,0.008074935400516795,0.0082223318533136,0.07938,3.68
2001-06-27,0.8608,0.8581,4.32425,0.008052178114179886,0.008198737394441257,0.08,3.71
2001-06-28,0.8503,0.8484,4.32,0.0080327737167644,0.008188666885031117,0.08375,3.83
2001-06-29,0.8473,0.8453,4.37038,0.008046994447573832,0.00820411846747067,0.08375,3.90875
2001-07-02,0.8451,0.8431,4.355,0.008034709946970914,0.008192020971573687,0.0825,3.9
2001-07-03,0.8465,0.8444,4.33363,0.008053475074494644,0.008210180623973728,0.08438,3.88
2001-07-05,0.8406,0.8383,4.3855,0.007967492630069318,0.008120178643930167,0.09,3.89
2001-07-06,0.8401,0.8376,4.42075,0.007947862025115245,0.008099133392726979,0.09,3.87625
2001-07-09,0.8464,0.8438,4.41663,0.007972574344255759,0.008124136810463888,0.09,3.8375
2001-07-10,0.8554,0.8527,4.4275,0.007964954201513342,0.00811886011204027,0.09,3.83688
2001-07-11,0.8632,0.8604,4.4015,0.00803923144947343,0.0081913499344692,0.09,3.7925
2001-07-12,0.8525,0.8498,4.41,0.008045699573577923,0.008197393228953194,0.09,3.82
2001-07-13,0.8519,0.8492,4.40013,0.008019889325527307,0.008171269815329302,0.09,3.7975
2001-07-16,0.8557,0.853,4.40175,0.007973210014351778,0.008123476848090984,0.09,3.80625
2001-07-17,0.8516,0.849,4.398,0.007996801279488205,0.008149959250203748,0.09,3.805
2001-07-18,0.8646,0.8619,4.3975,0.008016032064128256,0.008166598611678236,0.09125,3.80375
2001-07-19,0.8709,0.8679,4.36563,0.008106355382619975,0.00825559316436886,0.09,3.73438
2001-07-20,0.8763,0.8732,4.38675,0.008122157244964262,0.008271298593879239,0.09,3.72938
2001-07-23,0.8672,0.8643,4.383,0.008046994447573832,0.0081953778069169,0.0925,3.72125
2001-07-24,0.8736,0.8706,4.379,0.008057368463459834,0.008206811653672548,0.0925,3.72
2001-07-25,0.8799,0.8769,4.38163,0.008081461128171975,0.008231807704972012,0.09125,3.72125
2001-07-26,0.8763,0.8733,4.38288,0.00806516654568917,0.008213552361396304,0.09188,3.73
2001-07-27,0.8775,0.8745,4.37125,0.00808080808080808,0.008228420966016621,0.09375,3.71625
2001-07-30,0.8747,0.8718,4.35525,0.007983394539358134,0.008129420372327452,0.095,3.69813
2001-07-31,0.8756,0.8727,4.33925,0.008015389547932029,0.00816326530612245,0.09625,3.68875
2001-08-01,0.8806,0.8777,4.316,0.008017960230917255,0.00816326530612245,0.09563,3.66875
2001-08-02,0.8793,0.8763,4.30613,0.008077544426494346,0.008224360555966773,0.09813,3.66
2001-08-03,0.8829,0.88,4.3355,0.008093889113719142,0.008241305422778967,0.09625,3.66625
2001-08-06,0.8799,0.877,4.31,0.008073631519457452,0.008218952905399852,0.1,3.66
2001-08-07,0.8773,0.8744,4.295,0.008076239702794379,0.008223684210526315,0.1,3.655
2001-08-08,0.8761,0.8731,4.30713,0.008133387555917039,0.008281573498964804,0.09875,3.66
2001-08-09,0.8854,0.8823,4.27938,0.008124136810463888,0.00826787928896238,0.1,3.6
2001-08-10,0.8939,0.8908,4.24688,0.008165264962848045,0.008309098462816784,0.09938,3.59
2001-08-13,0.8995,0.8965,4.21288,0.008185985592665358,0.008329862557267805,0.1,3.56938
2001-08-14,0.8968,0.8937,4.22275,0.00821557673348669,0.008363301831563101,0.08875,3.56
2001-08-15,0.9107,0.9077,4.21475,0.008342370901810295,0.008493290300662476,0.08625,3.56313
2001-08-16,0.9109,0.9079,4.20313,0.008321544478655239,0.008468834688346884,0.0875,3.58063
2001-08-17,0.9137,0.9107,4.20038,0.00829737802854298,0.008442380751371886,0.08625,3.56
2001-08-20,0.9121,0.909,4.18063,0.008300132802124834,0.008445232666159952,0.0875,3.5275
2001-08-21,0.9137,0.9107,4.17638,0.008359107247345983,0.008507742045261188,0.08813,3.5375
2001-08-22,0.9213,0.9182,4.17125,0.0083500334001336,0.008496176720475786,0.08688,3.5125
2001-08-23,0.9129,0.9098,4.17775,0.008321544478655239,0.008466683600033867,0.08813,3.51625
2001-08-24,0.9136,0.9106,4.19,0.008343763037129746,0.008489685032685287,0.085,3.52
2001-08-28,0.9056,0.9027,4.17925,0.00828363154406892,0.008427439743805831,0.085,3.52875
2001-08-29,0.9104,0.9073,4.16313,0.008373806732540613,0.008517162081594414,0.085,3.495
2001-08-30,0.9084,0.9054,4.15875,0.008340979230961715,0.008482483671218934,0.085,3.48
2001-08-31,0.9152,0.9121,4.12288,0.008410428931875526,0.008552125203112973,0.08375,3.4525
2001-09-04,0.8993,0.8962,4.1605,0.008419634587858887,0.008562376915831834,0.08375,3.465
2001-09-05,0.8873,0.8843,4.18463,0.00829324929507381,0.008437394532568343,0.08125,3.55
2001-09-06,0.8873,0.8844,4.18625,0.008252867871585376,0.008396305625524769,0.07938,3.54
2001-09-07,0.9019,0.8985,4.14825,0.008327781479013991,0.008465966813410091,0.07813,3.4875
2001-09-10,0.901,0.8975,4.1105,0.008274720728175424,0.008409721638213775,0.07313,3.3225
2001-09-13,0.9071,0.9026,4.03363,0.008395600705230459,0.008396305625524769,0.07375,3.09
2001-09-14,0.9194,0.9152,3.9845,0.008522969402539845,0.008651267410675664,0.07438,3.08
2001-09-17,0.9263,0.9214,3.96263,0.008530967411704487,0.008651267410675664,0.075,3.03
2001-09-18,0.9215,0.9174,3.70588,0.008513536523071685,0.008629616845012083,0.07438,2.89375
2001-09-19,0.9248,0.9202,3.68325,0.00849762066621346,0.00860733344809778,0.07563,2.7425
2001-09-20,0.9273,0.9226,3.61538,0.008600670852326481,0.00870928409684724,0.07438,2.59375
2001-09-21,0.9167,0.9119,3.59525,0.008558712769599451,0.00866325911808022,0.08125,2.585
2001-09-24,0.9162,0.9117,3.5775,0.008523695874531197,0.00863036161215155,0.08063,2.57625
2001-09-25,0.9222,0.9176,3.56513,0.008526603001364257,0.008631106507854307,0.08313,2.565
2001-09-26,0.9207,0.9161,3.5555,0.008486803021301876,0.00859180341953776,0.08063,2.55125
2001-09-27,0.918,0.9133,3.55,0.008341675008341676,0.008443093549476529,0.09125,2.53375
2001-09-28,0.9134,0.9089,3.54388,0.008389965601141035,0.008493290300662476,0.09125,2.5225
2001-10-01,0.9152,0.9106,3.54888,0.008354916868577159,0.008458090163241139,0.09125,2.54
2001-10-02,0.9187,0.914,3.54,0.008274036074797287,0.008376612497905847,0.09188,2.53
2001-10-03,0.9221,0.9172,3.48638,0.008292561572269675,0.008383635144198525,0.09,2.415
2001-10-04,0.9149,0.9103,3.46688,0.008291186468783683,0.008387854386847844,0.09,2.42375
2001-10-05,0.9173,0.9126,3.425,0.008317391665973551,0.008343763037129746,0.09,2.3925
2001-10-09,0.9192,0.9142,3.47288,0.008311170212765957,0.008336807002917883,0.09,2.34
2001-10-10,0.9148,0.9097,3.48763,0.0083236224404861,0.008419634587858887,0.09,2.35875
2001-10-11,0.9008,0.8957,3.48675,0.008235197232973729,0.008332638946754437,0.09,2.37125
2001-10-12,0.9026,0.8977,3.52625,0.008232485387338437,0.008329168748958853,0.08875,2.4225
2001-10-15,0.9087,0.9036,3.49638,0.008271982794275788,0.008367500627562547,0.08875,2.38
2001-10-16,0.9056,0.9004,3.48688,0.008224360555966773,0.008318775476249896,0.08875,2.36
2001-10-17,0.9052,0.9,3.49663,0.008249463784853984,0.008344459279038718,0.0875,2.36
2001-10-18,0.9038,0.8986,3.48038,0.008265829062654984,0.008359806052499582,0.08688,2.3525
2001-10-19,0.899,0.8939,3.44825,0.00826856292376385,0.00836050497450046,0.08625,2.32125
2001-10-22,0.8946,0.8896,3.42538,0.008206811653672548,0.008299443937256205,0.085,2.315
2001-10-23,0.891,0.886,3.43,0.008150623522699487,0.008241984669908515,0.08625,2.32125
2001-10-24,0.8923,0.8872,3.4365,0.008146639511201629,0.008237232289950576,0.0875,2.30125
2001-10-25,0.8949,0.8895,3.42563,0.008152616990053808,0.008241305422778967,0.08813,2.27
2001-10-26,0.8922,0.8868,3.43375,0.008148631029986962,0.008236553825879253,0.08688,2.2325
2001-10-29,0.9036,0.8982,3.41375,0.008194034742707308,0.008280887711162636,0.08688,2.22
2001-10-30,0.9076,0.9022,3.37275,0.008212203334154554,0.008298066550493735,0.08875,2.17125
2001-10-31,0.9014,0.896,3.34825,0.008163931749530574,0.008247422680412371,0.08875,2.14625
2001-11-01,0.9082,0.9029,3.33563,0.0082223318533136,0.008308408109006314,0.08875,2.1675
2001-11-02,0.9032,0.8978,3.32625,0.008213552361396304,0.008298066550493735,0.08875,2.16
2001-11-05,0.8969,0.8915,3.32438,0.008211528986697324,0.00829393713195654,0.09,2.12
2001-11-06,0.8966,0.8914,3.285,0.008254230293025175,0.00833750208437552,0.08875,2.09
2001-11-07,0.9009,0.8953,3.205,0.00825695648583932,0.008333333333333333,0.08875,1.94625
2001-11-08,0.8964,0.8909,3.17625,0.00827335153470671,0.008350730688935281,0.08938,1.9475
2001-11-09,0.8929,0.8875,3.17,0.008306337735692334,0.008384338056510439,0.08938,1.97
2001-11-13,0.8818,0.8765,3.195,0.008236553825879253,0.008315316813570596,0.09,1.97375
2001-11-14,0.8805,0.8752,3.20075,0.008218952905399852,0.008299443937256205,0.09,2.00125
2001-11-15,0.8824,0.8772,3.26375,0.008172605426610004,0.008256274768824306,0.09,2.105
2001-11-16,0.8852,0.8803,3.31138,0.008143985666585226,0.008229775327133568,0.09,2.17
2001-11-19,0.8798,0.8749,3.29563,0.008112932013629726,0.008198737394441257,0.09,2.19
2001-11-20,0.8836,0.8786,3.251,0.008157272208173586,0.008242664029014178,0.09,2.14188
2001-11-21,0.8777,0.8729,3.27813,0.00812743823146944,0.00821557673348669,0.09,2.18375
2001-11-23,0.8792,0.8746,3.29213,0.008058017727639002,0.008145975887911371,0.09213,2.2225
2001-11-26,0.88,0.8753,3.28375,0.008060615831049492,0.008147967082212987,0.09225,2.22125
2001-11-27,0.8784,0.8737,3.2975,0.008075587498990552,0.008163931749530574,0.09363,2.24
2001-11-28,0.8853,0.8801,3.28663,0.008119519324455992,0.008202772537117545,0.09363,2.12875
2001-11-29,0.8893,0.8841,3.27175,0.008116883116883116,0.008197393228953194,0.09363,2.0975
2001-11-30,0.8951,0.8897,3.24025,0.008114907084313885,0.008194034742707308,0.09675,2.03
2001-12-03,0.8926,0.8871,3.22,0.008087343307723413,0.008164598301763554,0.1,2.00125
2001-12-04,0.8918,0.8864,3.22,0.008056070248932571,0.008132726089785297,0.1025,2.0
2001-12-05,0.8921,0.8866,3.22488,0.008056070248932571,0.008134049129656743,0.1025,1.99875
2001-12-06,0.8909,0.8856,3.28,0.008034709946970914,0.008116224332440549,0.1025,2.10625
2001-12-07,0.8913,0.8855,3.29613,0.007960515841426524,0.008036647110825364,0.1025,2.08625
2001-12-10,0.8877,0.8819,3.27625,0.007935878104912308,0.008010253123998718,0.10125,1.98375
2001-12-11,0.8903,0.8844,3.25,0.007921419518377694,0.00799488327470419,0.10125,1.93
2001-12-12,0.8944,0.8887,3.2475,0.007932730445819451,0.007942180922881424,0.10125,1.90875
2001-12-13,0.8982,0.8924,3.22625,0.007922047056959518,0.00799488327470419,0.1,1.9175
2001-12-14,0.9027,0.897,3.24713,0.00785052598524101,0.007925186241876684,0.10063,1.96
2001-12-17,0.9055,0.8998,3.2675,0.007838833581563063,0.007913896802785692,0.10063,1.99563
2001-12-18,0.9016,0.8959,3.276,0.007829014327096219,0.007903888713246918,0.09813,1.99688
2001-12-19,0.8987,0.8929,3.2635,0.007803964413922273,0.007877116975187082,0.09763,1.98
2001-12-20,0.8974,0.8918,3.26025,0.007780890133831309,0.007855459544383346,0.09738,1.98
2001-12-21,0.8893,0.8837,3.25238,0.007717240314863404,0.0077911959485781074,0.09713,1.98
2001-12-24,0.8792,0.8737,3.25738,0.007695267410542517,0.007768800497203232,0.09875,1.9825
2001-12-27,0.8853,0.8799,3.26675,0.007617886798202178,0.007691716021844474,0.1,2.0075
2001-12-28,0.8796,0.8743,3.25638,0.007623113279463333,0.007696451935657662,0.1,1.98125
2001-12-31,0.8911,0.8857,3.25438,0.007638252367858235,0.007712478790683326,0.09988,1.98125
2002-01-02,0.9042,0.8986,3.22913,0.007571168988491823,0.007642922653622745,0.09688,1.9625
2002-01-03,0.901,0.8953,3.2375,0.007602250266078759,0.007674597083653108,0.09388,2.0
2002-01-04,0.8966,0.8908,3.26588,0.007627765064836004,0.007700007700007699,0.095,1.9825
2002-01-07,0.8922,0.8862,3.29538,0.007628928898382666,0.0077006006468504536,0.09938,1.98
2002-01-08,0.8911,0.885,3.28538,0.0075517293460202395,0.007621370322383964,0.09875,1.9325
2002-01-09,0.8891,0.883,3.30625,0.007550588945937783,0.007620789513793629,0.09575,1.9425
2002-01-10,0.8925,0.8863,3.31888,0.00754660025658441,0.00761556621734826,0.09813,1.935
2002-01-11,0.8916,0.8852,3.35188,0.007591861524445794,0.007661661048115231,0.095,1.9275
2002-01-14,0.8932,0.8863,3.31588,0.007595898214963919,0.007659900421294523,0.09625,1.79125
2002-01-15,0.8915,0.8846,3.32188,0.007620789513793629,0.007685804319422027,0.09625,1.8
2002-01-16,0.8818,0.875,3.33938,0.007598206823189726,0.007662248103593595,0.09625,1.79063
2002-01-17,0.8812,0.8747,3.35,0.007567731194187983,0.007634753397465262,0.09625,1.84
2002-01-18,0.8802,0.8737,3.34763,0.007534091765237701,0.007601672367920942,0.09688,1.88125
2002-01-22,0.8828,0.8764,3.36875,0.007443799315170463,0.0075125835774922985,0.09625,1.9225
2002-01-23,0.8851,0.8786,3.38675,0.007457677679170706,0.007525586995785672,0.09625,1.9225
2002-01-24,0.8769,0.8704,3.39438,0.007446016381236038,0.007514841812579846,0.09263,1.94
2002-01-25,0.8639,0.8579,3.42,0.007449344457687723,0.007521624670928921,0.09263,2.02
2002-01-28,0.8595,0.8534,3.42225,0.007473841554559043,0.00754660025658441,0.09263,2.0225
2002-01-29,0.8623,0.8564,3.40813,0.007488953793155096,0.007562008469449486,0.09375,2.02
2002-01-30,0.8612,0.8551,3.38363,0.007519927808693037,0.007591861524445794,0.09075,1.98875
2002-01-31,0.8616,0.8556,3.40888,0.00749288176232579,0.007566585956416465,0.09313,2.03375
2002-02-01,0.8624,0.8566,3.41563,0.007481669908723627,0.00755629439322956,0.09125,2.08375
2002-02-04,0.8645,0.8586,3.39,0.007525586995785672,0.007598784194528876,0.0925,2.04375
2002-02-05,0.8706,0.8646,3.3725,0.007480550568521843,0.007552870090634441,0.0925,2.02
2002-02-06,0.8656,0.8597,3.36713,0.007460459564309162,0.007532956685499058,0.095,2.02
2002-02-07,0.867,0.861,3.36213,0.007479431563201197,0.007552299675251114,0.09625,2.01
2002-02-08,0.8731,0.867,3.39125,0.0074310767630229625,0.007503001200480192,0.0925,2.02125
2002-02-11,0.8783,0.8722,3.395,0.007477753682793689,0.007550018875047188,0.0925,2.00375
2002-02-12,0.8775,0.8713,3.38375,0.007499625018749062,0.007571742257893542,0.09125,2.0
2002-02-13,0.873,0.8669,3.41425,0.007514841812579846,0.007587829122088171,0.09125,2.0275
2002-02-15,0.8725,0.8666,3.396,0.007528986598403856,0.007602828252109785,0.09125,2.06
2002-02-19,0.8697,0.8637,3.39025,0.007477194556602363,0.007550588945937783,0.09688,2.03
2002-02-20,0.8726,0.8666,3.40688,0.007467144563918758,0.007540909433677701,0.09688,2.04
2002-02-21,0.8704,0.8644,3.4105,0.00744324525493115,0.007517101405697963,0.09875,2.05
2002-02-22,0.8748,0.8688,3.39563,0.007479991024010772,0.007552870090634441,0.10125,2.035
2002-02-25,0.8705,0.8645,3.39875,0.007471049682480389,0.007544322897019992,0.10125,2.04
2002-02-26,0.8688,0.8628,3.42,0.00744324525493115,0.007518231711901361,0.105,2.05
2002-02-27,0.8655,0.8595,3.42,0.00744047619047619,0.007517101405697963,0.105,2.06
2002-02-28,0.8635,0.8574,3.4115,0.0074682598954443615,0.007543184732594101,0.1075,2.03
2002-03-01,0.8679,0.8619,3.41225,0.007503001200480192,0.007579202667879339,0.10625,2.04
2002-03-04,0.8673,0.8615,3.43,0.007562008469449486,0.007640003056001223,0.11125,2.09063
2002-03-05,0.8669,0.8609,3.431,0.0075740362038930545,0.0076528659983163706,0.10875,2.09
2002-03-06,0.8729,0.8669,3.44,0.007616146230007615,0.007694675284702985,0.11,2.09
2002-03-07,0.8789,0.8735,3.44213,0.007777259293824855,0.007857928650007858,0.11,2.1
2002-03-08,0.8756,0.87,3.47875,0.007805182641273806,0.007889546351084813,0.1125,2.18375
2002-03-11,0.8752,0.8697,3.47538,0.007803964413922273,0.007889546351084813,0.10625,2.22938
2002-03-12,0.8718,0.8662,3.47813,0.00775614674629644,0.007841907151819323,0.10375,2.23
2002-03-13,0.8764,0.8707,3.48313,0.007727378100610463,0.0078125,0.105,2.24625
2002-03-14,0.8836,0.878,3.47938,0.007782101167315175,0.00786720163637794,0.105,2.21875
2002-03-15,0.8848,0.8793,3.5,0.007735746886361878,0.007822889775483063,0.09813,2.28125
2002-03-18,0.8796,0.8742,3.5,0.007621951219512196,0.007707723138584861,0.10125,2.28
2002-03-19,0.8825,0.8769,3.50038,0.007609770945894529,0.007696451935657662,0.1,2.29625
2002-03-20,0.8834,0.8778,3.49675,0.007601094557616297,0.007686395080707149,0.10375,2.25
2002-03-21,0.8813,0.8759,3.52488,0.007576905591756327,0.007665184730952015,0.1025,2.33
2002-03-22,0.8795,0.874,3.53875,0.007532956685499058,0.007620208793720948,0.10563,2.34
2002-03-25,0.876,0.8705,3.58388,0.0075001875046876165,0.007587829122088171,0.0975,2.36
2002-03-26,0.878,0.8724,3.6075,0.007538635506973238,0.007626019980172348,0.0975,2.37875
2002-03-27,0.875,0.8695,3.59263,0.007540909433677701,0.007627765064836004,0.095,2.34125
2002-03-28,0.8721,0.8667,3.593,0.007547739452034115,0.007633005114113427,0.095,2.33
2002-04-02,0.881,0.8756,3.60088,0.007501312729727702,0.007587829122088171,0.09125,2.36
2002-04-03,0.8807,0.8751,3.5855,0.007539203860072377,0.00762660158633313,0.08875,2.34
2002-04-04,0.8824,0.8767,3.57675,0.007578628268283441,0.007663422484481569,0.09125,2.31
2002-04-05,0.8791,0.8733,3.57963,0.0075895567698846395,0.0076728305071740955,0.09625,2.3
2002-04-08,0.8762,0.8703,3.55975,0.007613826709304096,0.007696451935657662,0.09313,2.24
2002-04-09,0.8772,0.8714,3.564,0.007613826709304096,0.007697636825494574,0.09563,2.25
2002-04-10,0.8801,0.8742,3.54463,0.007656967840735069,0.0077417356971433,0.09438,2.22125
2002-04-11,0.8833,0.8774,3.5555,0.007605141075366947,0.007688167909587146,0.09313,2.24
2002-04-12,0.8787,0.8728,3.54513,0.0075728890571753115,0.007655209369976269,0.09188,2.23
2002-04-15,0.8796,0.8737,3.52125,0.007594744436849701,0.007676364473785215,0.095,2.20125
2002-04-16,0.8811,0.8752,3.52175,0.007623113279463333,0.007707129094412331,0.0925,2.2
2002-04-17,0.8893,0.8832,3.54,0.007653451706719731,0.00773754255648406,0.09125,2.21
2002-04-18,0.8912,0.885,3.53,0.007700007700007699,0.007780890133831309,0.0925,2.16
2002-04-19,0.8884,0.8823,3.52038,0.007659900421294523,0.0077417356971433,0.0925,2.14875
2002-04-22,0.8884,0.8822,3.514,0.0077035667514059,0.007785130400934217,0.09188,2.16
2002-04-23,0.889,0.8829,3.50688,0.007700007700007699,0.007781495603454985,0.09313,2.15
2002-04-24,0.8919,0.8857,3.51,0.007714858818083628,0.007797270955165692,0.09188,2.16
2002-04-25,0.899,0.8927,3.47775,0.007786342754808067,0.007867820613690008,0.09313,2.12375
2002-04-26,0.8984,0.8921,3.49,0.007802137785753297,0.007884569896712134,0.09125,2.12375
2002-04-29,0.9015,0.8951,3.49113,0.007804573480059315,0.007885813421654444,0.09375,2.0975
2002-04-30,0.9024,0.896,3.49,0.0077978789769182775,0.00788084167389077,0.0925,2.12
2002-05-01,0.9002,0.8938,3.49863,0.007794839816041781,0.007877116975187082,0.09375,2.12
2002-05-02,0.9045,0.898,3.49563,0.00781372089388967,0.007895775759968417,0.09094,2.12
2002-05-03,0.9096,0.9028,3.56,0.007857928650007858,0.007938398031277289,0.09,2.13
2002-05-07,0.9124,0.9054,3.52363,0.007822889775483063,0.007903888713246918,0.0925,2.07
2002-05-08,0.9098,0.9028,3.53813,0.007776049766718507,0.007856076675308351,0.09063,2.06
2002-05-09,0.9049,0.8981,3.57625,0.007781495603454985,0.007862871520679353,0.09063,2.12
2002-05-10,0.9128,0.9058,3.57563,0.007822277847309137,0.00790263948158685,0.0925,2.08
2002-05-13,0.912,0.9047,3.59263,0.007835148476063621,0.007914523149980214,0.08956,2.06
2002-05-14,0.9029,0.8957,3.66613,0.007774236181295188,0.007857928650007858,0.08969,2.0825
2002-05-15,0.9068,0.8996,3.68088,0.007808229874287499,0.007891414141414142,0.09313,2.13375
2002-05-16,0.9129,0.9056,3.67925,0.007846214201647704,0.007927699381639447,0.08938,2.1225
2002-05-17,0.9174,0.9099,3.71875,0.007943442688061006,0.008026970621287526,0.09375,2.10625
2002-05-20,0.9199,0.9124,3.712,0.007961783439490446,0.008045052292839904,0.0925,2.12313
