date,gdp,gdp_trend,gdp_cycle,consumption,consumption_trend,consumption_cycle,investment,investment_trend,investment_cycle,hours,hours_trend,hours_cycle,capital,capital_trend,capital_cycle,tfp,tfp_trend,tfp_cycle
1963-01-01,32.00822347192697,32.31447703615403,-0.009522481985393405,19.27082755173667,19.43388350635725,-0.00842568849134695,5.132719166526603,5.23972485620541,-0.020633417887327754,100.50519900693222,102.0445253434024,-0.015199783437000569,30.569078522723384,30.74472063579829,-0.005729300612190791,17.675707705207547,17.634061106220308,0.002358928970715546
1963-04-01,32.22794299207588,32.60662825001248,-0.011681717239241607,19.365516253160628,19.586595691806448,-0.011351467304293372,5.202000795780742,5.3090142086665,-0.020362849931334415,100.71284241158027,102.22129705626858,-0.014866719140297135,30.70198419806803,30.917293086191208,-0.006988389798639805,17.746216776633357,17.73868201374274,0.00042467434095661005
1963-07-01,32.80151775161408,32.90797048875196,-0.003240105291320017,19.61614683722024,19.744503785737628,-0.006522117977716402,5.32464011618054,5.381009293961125,-0.01053083219108264,100.57343154014968,102.42811909993483,-0.018273152708287554,30.853683362002684,31.100431428801347,-0.007965552322435787,18.047163959151945,17.842181096415825,0.011423172610837362
1963-10-01,32.8776578779814,33.21762545305934,-0.010287286962722408,19.610265159156935,19.907203547803622,-0.015028491809193412,5.389078582805936,5.455268339686889,-0.01220738866440163,100.92977639974106,102.66233179596675,-0.017020278798562494,31.026758132207604,31.294548135333507,-0.008593903668006497,18.012217607783565,17.944221310721566,0.003782153080928996
1964-01-01,33.42928130270235,33.53461289969568,-0.0031459246843024147,19.942172177406995,20.074195796758545,-0.0065985048150825065,5.513504218486016,5.531287456721011,-0.0032202062520003683,102.58778500352025,102.92009767051567,-0.00323406530508219,31.20987966453535,31.49991610518276,-0.009250181895380738,18.084197353169827,18.04458765992766,0.0021926953313156083
1964-04-01,33.65918407581448,33.85769582692188,-0.005880376090194428,20.21195631705522,20.244774206714286,-0.0016223701931661338,5.481196724334313,5.608490330576531,-0.022958122564395556,102.62922928504432,103.1964593589134,-0.005511765937694868,31.423848457353408,31.71665197539469,-0.009274732222922744,18.160308238984733,18.14310436109033,0.0009477830292028422
1964-07-01,34.03777561701361,34.18552024323544,-0.004331214296398933,20.481855000698005,20.418123592436988,0.0031164544351711676,5.539793312033507,5.686255679084918,-0.02609478687548683,102.8442011552523,103.4862075090881,-0.0062231101068501715,31.61185125313673,31.94469752199662,-0.010474115358224623,18.30136257711861,18.23961806806646,0.0033794696653637324
1964-10-01,33.99306259251398,34.516550731793004,-0.015282477959098983,20.42487199753579,20.59337911401231,-0.008216248126439396,5.605265752313686,5.763844398039925,-0.02789821345355703,103.39130696459699,103.78372211950612,-0.0037882521453953544,31.804605012342286,32.18381227833859,-0.011852510856142917,18.175684721983977,18.333984427428557,-0.008671713610372667
1965-01-01,34.67133361491022,34.84909635703682,-0.005113982454208799,20.756284482922148,20.769685895586974,-0.0006454473192523125,6.112344694545715,5.840382356070562,0.04551418000609053,104.55210886601098,104.0829155790071,0.004497749878993318,32.01331394028242,32.43354135549222,-0.013041237437357633,18.362216871747023,18.426096514232615,-0.0034728260584917514
1965-04-01,34.966260512322144,35.18106424465447,-0.006124379068804142,20.909238709627157,20.946051741094696,-0.001759062740392725,6.084070237255119,5.914848421078659,0.028208048004677577,105.16183711301272,104.37738306239451,0.007487454757112211,32.34470852026631,32.69317752204006,-0.010715979795628439,18.382173162979754,18.51574647512916,-0.00724018573160512
1965-07-01,35.62550019563591,35.51016921762049,0.0032425667746753817,21.19511944677431,21.121442313872947,0.0034821925168100343,6.239477193646356,5.986345230564342,0.04141531503664253,105.07383055297042,104.6609420209106,0.003937249511595908,32.68054820111038,32.9617248738138,-0.008566991337680019,18.671312265555912,18.60268372785262,0.003682385718207115
1965-10-01,36.32486371371385,35.83390703310334,0.013607888592503947,21.635934563381493,21.294766195437578,0.01589424557466934,6.2945897639545345,6.054047834318216,0.03896338497585283,105.71876089616347,104.92783691683879,0.007509522626138576,33.042181354138506,33.23793340270286,-0.005906827966164929,18.889380223125997,18.686570316537868,0.010794770222715133
1966-01-01,37.110467825955254,36.149762636280045,0.02622869895388913,21.925627033434917,21.46494502487956,0.02123499634413717,6.725023010833707,6.11726477462597,0.09472028279776845,106.9444474147018,105.17251988076755,0.016707468282699978,33.426286109136576,33.52033166531935,-0.0028095704061836813,19.076527986076787,18.767107561249396,0.016352938385510107
1966-04-01,37.13208315378637,36.45545410903131,0.018390291063852704,21.91947072261904,21.63108446906679,0.013243939948094141,6.619399792854115,6.175441578742531,0.06942430942171796,107.68935876976691,105.3898993842199,0.021583974668840433,33.90010985894874,33.80727238745329,0.0027423163204876033,18.90833197747878,18.844121262153067,0.0034016744202229887
1966-07-01,37.33937139648095,36.74924132132059,0.015930722255847574,22.062326921120242,21.79255680972667,0.012303008979872132,6.523335847956894,6.228389195734239,0.04626813491512416,107.88638449081233,105.57596458434251,0.021647940670485255,34.32876820285468,34.096990541711484,0.0067745992693923895,18.907970467471042,18.917630406606378,-0.000510761977186025
1966-10-01,37.53514485261179,37.02977431213807,0.01355538997529715,22.074197693598403,21.948903475093484,0.00569221856193769,6.569873290208943,6.276202906819134,0.04572938124923276,107.2980005075166,105.72812961692249,0.0147390304592383,34.71336605621284,34.38771821076499,0.00942532985386979,19.00055505568022,18.987697332804178,0.0006769315542891619
1967-01-01,37.741528305743174,37.2960568901943,0.011873427106052326,22.10014457693362,22.099829621427222,1.4251388699371148e-05,6.384857787971013,6.319181029949994,0.010339600511602098,106.82700121515387,105.84525793004786,0.009232518266766299,35.084182408147484,34.67777346362414,0.0116514377252952,19.088615830273543,19.054381766779088,0.001795038399887705
1967-04-01,37.62405550390181,37.54740794263619,0.0020392735305088117,22.311555986260498,22.24511879841109,0.002982145207514275,6.093313425014375,6.357826904686914,-0.04249462718958519,105.78853930334398,105.92721856379846,-0.0013100515680593006,35.38027342978847,34.96562433296495,0.011789000136342764,19.09416599482862,19.11775476023598,-0.0012346287722588833
1967-07-01,37.79376611254198,37.78343502962282,0.0002733915209183202,22.308347979907264,22.38455659578981,-0.0034103261118043626,6.2390969631127495,6.3927097057378095,-0.024322778151108615,105.6229830021352,105.97452706079363,-0.0033227648283462585,35.55084856666286,35.2499469995828,0.008499999932189972,19.167536897067187,19.17791207770371,-0.0005411427518575707
1967-10-01,37.905022401212484,38.003811083985205,-0.002602825890190452,22.286556363407982,22.517972829909304,-0.010330139767993796,6.349605897408926,6.424249701928122,-0.011687098473773805,105.62332398656487,105.98764764658542,-0.0034433377171128043,35.764916506195846,35.52964035041051,0.006600139484602252,19.183570731545547,19.23493793890458,-0.0026740880760960373
1968-01-01,38.52825508346464,38.20823449206891,0.008340815392047674,22.72144600318329,22.645152673306235,0.003363417316953221,6.452028575458704,6.452784352187966,-0.00011713098583654435,105.40301650816623,105.96685815069132,-0.005335130948524558,36.02165112570727,35.80376404370502,0.0060671490686674545,19.476647513444995,19.28891298238719,0.009685710528402947
1968-04-01,39.03925570968575,38.39636094334014,0.01660500854729996,22.980976160715002,22.765737214047533,0.009410098303019865,6.641040580626175,6.478615259813892,0.024761872104618332,106.05029878978598,105.9122409733708,0.0013026625939875913,36.31265917157585,36.071504356829905,0.0066632173456731,19.60130936953793,19.33988823522271,0.013426657508974316
1968-07-01,39.18253324200049,38.56806647523896,0.015806426247523486,23.32931305343023,22.87941604025695,0.019472997356316135,6.415538424751517,6.502052716573272,-0.013395002899257769,106.3649887789595,105.82355795423248,0.005103310316579623,36.61496192368313,36.332168974718016,0.007753406122021023,19.578501859910084,19.388034330999513,0.009776031664849416
1968-10-01,39.1497956767541,38.72365240070026,0.010944616948421526,23.25365130092357,22.98601613583168,0.011576127972557249,6.501576555473476,6.523515846421428,-0.0033687763617260558,106.51882552829564,105.7006906451126,0.007710308184934789,36.82487260380766,36.585206843372475,0.006529528744466884,19.504711308876196,19.433688220775146,0.0036479756601157654
1969-01-01,39.58544942018423,38.86383310289289,0.018397533991700854,23.39272244655665,23.08565078106607,0.013213721225938002,6.8698301328217095,6.543376953790383,0.04868599399792273,107.0354992117273,105.54389117767244,0.014033651253158475,37.05851310285714,36.830239643075664,0.006178861533208568,19.616354146765296,19.4773102905927,0.007113400315893692
