date,gdp,gdp_trend,consumption,consumption_trend,investment,investment_trend,hours,hours_trend,capital,capital_trend,tfp,tfp_trend,real_m2,real_m2_trend,t_bill_3mo,t_bill_3mo_trend,pce_inflation,pce_inflation_trend,unemployment,unemployment_trend
1987-07-01,50.061380700753965,50.17154416044051,31.949531864937743,31.72585413210545,8.98282404380072,9.100243416523357,105.64140420922212,105.65627803528633,56.56174740468434,56.55182451497755,21.57620117247544,21.623030136771334,28.5831943004701,28.23391207280663,0.06043333333333334,0.06805914538586977,0.035093537249087925,0.03322085813049318,0.06,0.06333171554718284
1987-10-01,50.795394935828114,50.46762017746318,31.959307984318635,31.945575598622803,9.599803573161019,9.095808809268867,106.470681792314,105.89089326415404,56.81747762793201,56.82058681549909,21.747207048868464,21.683285154260737,28.603210566719227,28.357630626624882,0.058633333333333336,0.06747404290968642,0.0377523122564134,0.03363726811580266,0.05833333333333333,0.06238622325856745
1988-01-01,50.919643883553114,50.75275098124407,32.43739930536924,32.15759115228669,9.118986331701274,9.085293400021992,106.27921463627081,106.0969650026127,57.20310319070342,57.079482874401656,21.774311713736502,21.743627822920725,28.80015857773797,28.462785132793833,0.05723333333333334,0.06699034357058709,0.03614990107758209,0.0341064341271166,0.057,0.06157151645385044
1988-04-01,51.470503663167555,51.0258382182897,32.64452894664069,32.36129260596644,9.267849478466365,9.068909164639534,107.52754199830224,106.27104436139476,57.48005786561676,57.32733622465483,21.806548690520092,21.80425073781149,29.008072178732583,28.54938349886484,0.0621,0.0665685217059243,0.037573244045354226,0.03459492679869906,0.05466666666666666,0.06090007943984286
1988-07-01,51.645340921699585,51.28587771897089,32.86614478766058,32.55624322465852,9.2091416741786,9.046899252717273,107.55258916105473,106.40980217399189,57.77570838290874,57.56303640736465,21.83806170287035,21.865367914361343,28.85927118909094,28.617683596728543,0.07010000000000001,0.06616295352165236,0.040499792695337655,0.035070593931658144,0.05466666666666666,0.06038153932557212
1988-10-01,52.21724648476732,51.53213823817684,33.21453293707748,32.742185209849886,9.310485382785133,9.019637817781586,108.51888390047284,106.5107084130445,58.05860252667929,57.785560691462315,21.914398799929476,21.927197212827853,28.798495994170697,28.668268706302786,0.07726666666666666,0.06572522239765932,0.04202167414050817,0.03550314477538113,0.05333333333333333,0.06002162733708241
1989-01-01,52.60044630159962,51.7641153895165,33.31086503728763,32.91906111968006,9.596559067503614,8.987604376435646,109.29917619009872,106.57197425256895,58.32380076142016,57.99401534394652,21.937633081709258,21.989941795317755,28.580395383472702,28.70191174650113,0.08539999999999999,0.06520937236788221,0.04573345939232154,0.0358656818284826,0.052000000000000005,0.05982250290500612
1989-04-01,52.88623561590893,51.98174027515064,33.48714439383241,33.08711959875763,9.432865304341213,8.95145790139953,109.48308910942544,106.59309441286514,58.68729815170786,58.1876774283165,21.984874476151283,22.053799134492742,28.41191376309618,28.719502131822995,0.08410000000000001,0.06457666086892619,0.048240708483837214,0.03613538167043034,0.052333333333333336,0.059782145276223296
1989-07-01,53.15743231460204,52.1854809671377,33.68816274969072,33.246870663066204,9.300414460567206,8.912218961930279,109.48340269287446,106.57529140023986,58.99157926786954,58.36603436374934,22.0576100005548,22.118936135366717,28.682640225166168,28.721883459120516,0.07843333333333334,0.06380096447966643,0.041585915850102406,0.03629558824166952,0.052333333333333336,0.05989364463329842
1989-10-01,53.14388755369899,52.37639195606755,33.785173084710024,33.39909431911511,9.208104959124087,8.87118546584938,109.24569591513954,106.52161143164307,59.255359413709115,58.52889380623553,22.048709865790993,22.185478366656422,28.97318187365599,28.70973150921653,0.07653333333333333,0.06286836186593509,0.039269128010184895,0.03633721131190373,0.05366666666666667,0.06014543565133164
