year,Algeria - DZA,Argentina - ARG,Australia - AUS,Austria - AUT,Bangladesh - BGD,Barbados - BRB,Belgium - BEL,Bolivia (Plurinational State of) - BOL,Botswana - BWA,Brazil - BRA,Burkina Faso - BFA,Cameroon - CMR,Canada - CAN,Chile - CHL,China - CHN,"China, Hong Kong SAR - HKG",Colombia - COL,Congo - COG,Costa Rica - CRI,Cote d'Ivoire - CIV,Cyprus - CYP,D.R. of the Congo - COD,Denmark - DNK,Dominican Republic - DOM,Ecuador - ECU,Egypt - EGY,Ethiopia - ETH,Finland - FIN,France - FRA,Gabon - GAB,Germany - DEU,Ghana - GHA,Greece - GRC,Guatemala - GTM,Iceland - ISL,India - IND,Indonesia - IDN,Iran (Islamic Republic of) - IRN,Ireland - IRL,Israel - ISR,Italy - ITA,Jamaica - JAM,Japan - JPN,Jordan - JOR,Kenya - KEN,Luxembourg - LUX,Madagascar - MDG,Malawi - MWI,Malaysia - MYS,Mali - MLI,Malta - MLT,Mauritius - MUS,Mexico - MEX,Morocco - MAR,Mozambique - MOZ,Namibia - NAM,Netherlands - NLD,New Zealand - NZL,Niger - NER,Nigeria - NGA,Norway - NOR,Pakistan - PAK,Paraguay - PRY,Peru - PER,Philippines - PHL,Portugal - PRT,Republic of Korea - KOR,Romania - ROU,Rwanda - RWA,Senegal - SEN,Singapore - SGP,South Africa - ZAF,Spain - ESP,Sri Lanka - LKA,Sweden - SWE,Switzerland - CHE,Syrian Arab Republic - SYR,Taiwan - TWN,Thailand - THA,Trinidad and Tobago - TTO,Tunisia - TUN,Turkey - TUR,U.R. of Tanzania: Mainland - TZA,Uganda - UGA,United Kingdom - GBR,United States - USA,Uruguay - URY,Venezuela (Bolivarian Republic of) - VEN,Zambia - ZMB,Zimbabwe - ZWE
1988-01-01,0.32163777119833853,0.21806345801069266,0.454736844339944,0.8439902818574526,0.04614724999678196,24.980407869893103,0.720217639489027,0.8130753836752942,4.851697808101246,0.02846935318758871,0.27551843298435497,0.3146868899387153,0.25029498247629944,0.6455732359561651,0.0030955170146415066,0.9456557984350087,0.19423961175993656,2.3834614165144266,2.193577777614497,0.34410372966194513,10.718136644746743,0.11929509155048108,1.158992582324253,0.9385492685687703,0.7316151906099824,0.1305529877991768,0.05203987991328738,1.1845573685887485,0.11898485554326318,6.113655091580161,0.08531603870964884,0.2973347506426626,0.6190052636680214,0.5099671392837781,18.458546049194073,0.004396527413342803,0.027359016311210963,0.12137838592739418,2.329290057568681,1.8354382156316242,0.11214028435240142,2.6540092601195773,0.04979537359826042,2.956207330090787,0.1964690142400398,15.489926068931082,0.2725647776266186,0.3857429928091555,0.3387784850549914,0.4338398180772982,19.02917289918246,5.519060784722471,0.08089487283238044,0.1849410878259044,0.2141175205351773,5.429302365890742,0.46135103132232735,2.0966303315475296,0.33361997141349786,0.04267580681427351,1.4853485586798945,0.04844714035256814,1.3613689947592265,0.2924082377703038,0.10410043696955126,0.44019873328092507,0.16261289783192592,0.2518052851070976,0.4210016159113825,0.4927269185686554,1.501207970463876,0.17819483226166052,0.1820199668110621,0.48450526264735305,0.6865483837897924,0.9457103757478496,0.5480742936599545,0.266708678571569,0.07007454349570305,6.7375501495290475,0.6978252916958441,0.09985661658648065,0.13151843920508058,0.3162280305577217,0.12159963906439993,0.028609426482966507,1.8968732554151233,0.3011217334769886,0.7969092527330839,0.4117390093221052
1989-01-01,0.31697276015978665,0.21806695554395106,0.4391048939942508,0.8383245134148701,0.04501661463976732,23.672611776745644,0.7165816708607828,0.7851570874458395,4.768025195264627,0.028231051634093805,0.2676759945317314,0.31579760202116824,0.24699781065556844,0.6220633706551395,0.003016979064007281,0.957036445504876,0.18659158031201695,2.380534961055466,2.0886381241231735,0.33866571843227616,10.373262613582876,0.11807566371898726,1.1678259359395897,0.924273943796308,0.6980190656593279,0.12958378344240706,0.050898544554272125,1.1813318122297,0.11841065337271411,6.14756545585763,0.08546516383021698,0.2953227787661921,0.6226918575512838,0.4883411108169667,18.873009053788262,0.004349740379514757,0.026095398861157023,0.11800249261633483,2.335333583569725,1.8326995744945538,0.11258038554803863,2.6521219888020937,0.04935700589109342,2.8699960553322974,0.19161365597928587,14.980113978685788,0.268330469134509,0.366139204112878,0.3323788099627875,0.43397743102232694,19.166490430631736,5.381406566307658,0.07899179088608456,0.18197124413961965,0.2089036204267953,5.307793703240499,0.4514106859008755,2.1560146358321752,0.32569542354313125,0.04176345329824871,1.5382614242200885,0.048599958586765836,1.3396423020900075,0.2897350542049393,0.10322110850969167,0.43750756674372876,0.15864213544717476,0.2521930358502334,0.40719828148140824,0.4727592502212536,1.45454975115336,0.17100154243583215,0.17773382431270351,0.49044102443504134,0.6817758263256294,0.9262684618716354,0.5391462657012404,0.2670357738120916,0.0700616417731817,6.900040966983806,0.6950782947761669,0.09879004824074634,0.1276974184198689,0.31357072717595713,0.11938648936343468,0.028124091752326757,1.8765137751597292,0.2970686558622787,0.7823426235136876,0.40241788794854233
1990-01-01,0.3138668691923686,0.21411625845068882,0.43478221099250647,0.8328274120791898,0.04550251119657088,24.461646472075728,0.7143096460322672,0.7492360524197627,4.675257423354899,0.027853927962847757,0.26016802541967193,0.3166950030742735,0.24759588354728493,0.6095948242093023,0.0029616155186990003,0.9733552757084933,0.1828317476968919,2.3721328734474256,2.0740232096393547,0.333331901249207,10.16172193043868,0.11655327157872018,1.1784870895366157,0.9104695909392826,0.6642891320652895,0.1300434024098953,0.049946541258680976,1.196820683066133,0.11839362124421395,6.143175546857241,0.08673738449147311,0.29692738432551247,0.6227426977694531,0.4826059133076481,19.127080815845687,0.004305088083837436,0.025719617263605894,0.11485701697940812,2.245316867456999,1.8127061616811841,0.11199505530660804,2.6330841327834165,0.048813604245665866,2.772908934176705,0.1881639346021458,14.488618887081458,0.2640617182528204,0.35128864937142157,0.3228692471757172,0.42956027156258175,19.32777452441944,5.054678447137947,0.07727325932703645,0.17581964505261222,0.2037785759450351,5.2058364264291415,0.4404976226519735,2.1402915084726586,0.3176676832326799,0.04080685426092386,1.5601906597767807,0.04763102800433468,1.3191204462372612,0.2854807664287115,0.10087185148734563,0.4342728113753117,0.15635479382321915,0.2522979971911983,0.403750542290437,0.45558972783765816,1.3382180195728295,0.16448694469033426,0.17312145951151492,0.49684567464625184,0.681039382836987,0.9035861780672708,0.5306548273142965,0.27211058409697825,0.07125801442313762,6.799936236891579,0.6936098590793367,0.10160735930251849,0.12410982550527173,0.3108251178834084,0.11972835452034149,0.027917168618110444,1.8559642539740577,0.2832906156630713,0.76633664591513,0.394653603877918
1991-01-01,0.31155656764121803,0.20938679827209206,0.4461315864511746,0.8298462121289076,0.046092312927973056,24.256846439426745,0.718879143584332,0.723183202464728,4.495914489623069,0.02839151879298674,0.2536854545101288,0.3166680880575651,0.25357942732230154,0.5999177591184227,0.0029477225990605423,0.9610203230814455,0.17363867156932447,2.344694705124215,2.052755253684749,0.3225209558363568,10.219482618685179,0.11453043355957084,1.197267770849094,0.8701625838405711,0.6435680977417733,0.12774881023407317,0.049533283458995714,1.2752802475822904,0.11864137691114629,6.119830191458684,0.08911522448395344,0.3092225555414341,0.6428456991205584,0.4759458452542363,19.290657482480892,0.004261725656009051,0.02584676635592625,0.11246191310993493,2.271525527122506,1.7285523051190497,0.11091867084076126,2.6366222458349364,0.04811475234400407,2.671700168558482,0.1839609209854844,14.031647440908134,0.25981273759991463,0.3467330402252212,0.3213797419914451,0.4233960577695488,19.215801247719504,5.040505170433008,0.07561455866508524,0.17288076189189275,0.1985821549708554,5.053344889583802,0.4347876932799483,2.17381591310103,0.31068146245395334,0.040479182371207255,1.5808995054913098,0.05013525018160427,1.2925047345711553,0.27127300263772675,0.09996475476769669,0.42553771306110844,0.15327705235861772,0.25496325447043633,0.412349883637075,0.43942706234938034,1.3366081339636007,0.15963112780201924,0.17271852451791705,0.5087487939284304,0.6924880005056072,0.891380797485069,0.5199439875521744,0.2733689513999561,0.07110159994870326,6.409447202583779,0.6901945708993558,0.09819905954687634,0.12208093266173645,0.30790343017851024,0.12416828200279124,0.02839833741453359,1.841946098990726,0.2757780037407225,0.7745942487736046,0.39386480085085807
1992-01-01,0.31267573041915925,0.2075720491416655,0.450035306423346,0.8332122589052386,0.04532827915043929,25.740316717806074,0.7267065345743945,0.7092611855373852,4.553228830293328,0.02893795759377322,0.24720371661434826,0.31639258384561064,0.25770374976988764,0.576562185157202,0.0029688372042113607,0.9680400573827813,0.1734624701185435,2.3106793437075144,1.9796999070114671,0.31293118359794025,9.90625270745802,0.1113294809119423,1.2145387274084896,0.8201017098565835,0.6308775763875792,0.12715234260091335,0.04875953998537683,1.3748680678186436,0.11982490937997337,6.07346023320687,0.09080662305326104,0.3096148271150008,0.6369348866124918,0.4701373023703181,19.469445105998275,0.00421834386333741,0.025539280585696583,0.11180751358471303,2.281639750188536,1.6696904796401417,0.11260225793220102,2.651383519385329,0.04783936316292319,2.551424716494935,0.17934964420080343,13.734751065104152,0.2554590413003061,0.34758580267383704,0.31995176404773457,0.4150422433493402,19.246396532480397,5.031550365425405,0.07403072337382231,0.17062005829765609,0.19348024240873493,5.1201330854552065,0.43113763670837435,2.1573222607408757,0.3007985070756437,0.04016025741620932,1.590698782402874,0.04953064245614316,1.2723315312438994,0.2752265718001361,0.09706878033951358,0.4255731153724373,0.1520297860821268,0.25533146433292736,0.43267422861735116,0.4375546889356721,1.3470072737815022,0.1585914594688041,0.17719177035110442,0.5210692519235683,0.7248924609562978,0.9014822181737353,0.5181598542779716,0.271890941882175,0.06865418051118813,6.382850774262156,0.6842379069231965,0.0984058891435348,0.12015856526492104,0.3034965631014838,0.1283858884403172,0.02848670181995602,1.8035139263014592,0.26943467660709863,0.7862829515910045,0.39422948068924113
1993-01-01,0.31671574941061836,0.2095631689425559,0.44981902185979605,0.8423323776304542,0.044567705499962744,27.792519366019892,0.7382182925679729,0.7083897371344179,4.545282738286315,0.029070771887764447,0.24113426804100035,0.31585203480914886,0.2572569119954006,0.5708411596972369,0.0029965160583117004,0.960468169053525,0.16513221206815099,2.2801586968312613,1.9339838894868855,0.3030318415370978,10.00206210676275,0.10833957561330944,1.2418460643618219,0.8289142425225385,0.6167271657903356,0.12593778838382322,0.04925457567285889,1.466208747856336,0.12146221903679542,6.046572244631159,0.09242829903965928,0.31050309903612555,0.6331077984999838,0.46515233807025225,19.649405031716853,0.004173765687580655,0.02568406520947718,0.11131030454476772,2.258460607246062,1.580436688517964,0.11661670334942006,2.6727253870076346,0.04791666973438505,2.42105692637943,0.17434825572024729,13.563572291772296,0.2510738170731211,0.3543630891605554,0.31275800669044607,0.4062213773925787,19.369457265602602,5.026556078615673,0.07294746358400639,0.16891539616243925,0.1884713661374327,5.159409623639455,0.43145853076793556,2.1047462044996905,0.29119928589790456,0.03978651303006963,1.5857281884749368,0.04937742763312672,1.2502396896258123,0.27090475595610286,0.09599310341357145,0.4387777356780826,0.15184975142816978,0.2575331652241641,0.4596842663215281,0.4395309375880509,1.390773017657291,0.15755732658600866,0.18448851225650337,0.5030212410436589,0.7652039484043099,0.9080722266912512,0.5124680349762181,0.2736176565448201,0.06934613472054402,6.457889634618072,0.6760288489886453,0.10433718600939744,0.11898854187774667,0.2987656443237999,0.13076189097028448,0.02832158693420292,1.8163357690313113,0.26994687635947645,0.7937094291023639,0.39582140099984503
1994-01-01,0.3181452663152924,0.20966562360063629,0.4369206614755688,0.8440928885779212,0.043778931544968966,26.418472058881466,0.747814131009645,0.6858155693157952,4.553673864653483,0.02931856799759557,0.22475109113718675,0.3150297963378991,0.25388393008656773,0.5695243454861302,0.0030268657111571797,0.9440060217516758,0.16086843379866353,2.24087848594815,1.8883550335865738,0.29662371924722974,9.916992715083778,0.10614696944126745,1.2244636715189057,0.8286985920532779,0.5999694128317137,0.12340471329005756,0.04811517895940706,1.4980534606991356,0.12118217939085472,5.997259919797433,0.09260596938637386,0.31074258373732766,0.6225487484905307,0.45970843921714905,19.603589664642943,0.004176875634299986,0.02502361927784073,0.11068760609087755,2.196077548524816,1.4864049555755745,0.11952350369690755,2.646957380128221,0.04811115914733231,2.2354373697449192,0.16800126358092854,13.275748477583935,0.2462200662909168,0.3581502930183194,0.3144603587999134,0.396936723481338,19.34034062090808,5.033370483794576,0.07168717771683777,0.16793806946764553,0.18355413475271923,5.188272860674185,0.43025151617942925,2.0143655448131987,0.2815967048315072,0.03967192128082698,1.5703445768103588,0.0483210254002966,1.2260505734705132,0.26091140878195934,0.09422987153528557,0.44425898344369386,0.14872625950973675,0.2598104832089231,0.48168749237045383,0.43986789697799045,1.39546549260592,0.1565303981883132,0.18742811677690444,0.5012771523077666,0.7746642867641935,0.9129149630481335,0.5041867103000602,0.2726839492450636,0.06992346331673983,6.3389413234152885,0.6681457854723551,0.09729441257139981,0.11762322351575691,0.2936768744260115,0.1309103528703634,0.027881614785986313,1.770706855420563,0.26878625424826336,0.8108294834079475,0.3941020725915009
1995-01-01,0.3093357456769427,0.22133206921453324,0.42289330044170603,0.8480278742456051,0.042978056173858095,24.394819863775506,0.7434154119175901,0.681638825287884,4.582075460347789,0.0295714222153955,0.22435461270849383,0.31390931356800045,0.2514840257550846,0.5507611851771447,0.0030579042220959776,0.9450658173539875,0.15564634175648998,2.199004605494946,1.859610880316835,0.2884695329323986,9.630561488601707,0.10550310063631502,1.2257421485415378,0.838897980474658,0.5905301575801485,0.12071314328227244,0.04696962963444353,1.475674307111396,0.12029723725940893,5.951196766832137,0.09249120086736937,0.31054484471873134,0.6185201723342363,0.4535828888282127,19.0842415846478,0.004194990364866795,0.024781841958709114,0.10999292317768784,2.1095499325585636,1.425383920372664,0.12082351812506678,2.5586065939951586,0.04819737542137394,2.092555811789735,0.16042336876708344,13.014118626316103,0.2412420477118209,0.3610136542042741,0.3157052520844458,0.3875456370758364,18.67303647998217,4.7561581004196745,0.07174658860857185,0.16531513323968006,0.17872712948767666,5.214390407542376,0.4221385247300113,1.928706539771067,0.27242538564416097,0.039547165826495354,1.5434670309750853,0.04863345212591087,1.204273856070913,0.2510462127944549,0.09326350032733569,0.4522475119804125,0.14620548413709705,0.25621026071926933,0.48660772446000583,0.434777464964315,1.4110717779451196,0.15551002297124505,0.18590783164079627,0.5000269045144528,0.7641402464375547,0.9147269401424443,0.4941145750950143,0.2745333288403433,0.06923298725388856,6.154412625302157,0.6554966131126371,0.09552970116109546,0.11656511903751067,0.2881947565072018,0.1304933961512707,0.027631551106507796,1.7345558890978394,0.25945724461628633,0.8311793965680512,0.39539147682654263
1996-01-01,0.3048311296139093,0.21644372360293151,0.4190597460223299,0.8471809130751095,0.04221381047173268,23.28698990339705,0.7455734833177414,0.6778809677267053,4.565332533021199,0.03069486853027202,0.2238847369166252,0.3124740262057337,0.25058998915136116,0.5328033241942481,0.00307820800202801,0.907643460678441,0.15508183883969964,2.143695439492399,1.8251596741628229,0.28217061061180665,9.680382940114022,0.10297313676587888,1.2229216988855405,0.8382081876980542,0.5745939282682495,0.12171192657144038,0.04570983774415275,1.4590190083380747,0.1199315775081684,5.911042912410484,0.09287235307537103,0.30769818764569684,0.6242907194343942,0.4483407288738115,19.115609104900642,0.0042508961201975755,0.024556174712352455,0.1087599645410837,2.044390045702127,1.3786163346126699,0.12133101106270423,2.5903219644418987,0.048397569923407366,2.0435349827285125,0.1545909548551734,12.738299760526138,0.23665866092975688,0.36093478868941076,0.2914165970383745,0.37926239945078694,18.48681067501548,4.8130595206409765,0.07011030816288936,0.16481071326476524,0.1746061764931927,5.19046149634161,0.41479417825981896,1.8757450302240377,0.26453357282381523,0.03915400978927657,1.5172511300091263,0.04725478230970982,1.1688237544521856,0.24618484820815306,0.08809386412938963,0.45165977525416323,0.1446990265461414,0.2570135165465792,0.47033639587865606,0.4328956801119756,1.4033059161142785,0.15449457982330578,0.18490439114680923,0.49037618268979905,0.7707095832750006,0.9174909334865848,0.4940739744752927,0.28065336993242807,0.07039325471991781,6.030725375227803,0.645674150583713,0.09451141344237426,0.11549189725820133,0.2812721871407508,0.13042134992866725,0.027313718596005655,1.7358102321105051,0.25842499631506366,0.8025971478215209,0.3977186924052985
1997-01-01,0.30063627653765285,0.2064276023031037,0.41751216483215314,0.8446201657734831,0.04149296025621247,22.82406720119939,0.7454621716549928,0.6811744345768336,4.572620408713177,0.030775618348101982,0.22333642040123824,0.3107080634065216,0.24738941497619124,0.5204000751971344,0.0030931993772394307,0.8679042911507341,0.15373859492319722,2.0728492901413986,1.764285224904134,0.2753391839228585,9.717921071272567,0.1007481204985472,1.2134704404970396,0.8059198829959288,0.5547955712410123,0.11935626041916726,0.044895458962742295,1.4192176289528715,0.11932351918945609,5.8729562214666435,0.09332579288345551,0.3018032659286231,0.630090642930478,0.4417161263987573,19.226577292278407,0.004303963557213765,0.024522385590215752,0.10689100534809824,1.9792130864637527,1.3520168495793536,0.12233556127360493,2.62246494838087,0.04832057119749483,2.0310517130667054,0.15004456709084024,12.35841227672027,0.2318372321217516,0.3565823131058053,0.2885894950074187,0.37059708855403717,18.551626615304098,4.846917270329716,0.06909377219655631,0.1627473415731609,0.1705418191188362,5.128791117647724,0.4040096427284077,1.8681632098003713,0.2561792279752892,0.03867428931351565,1.47895916863645,0.04580967746913562,1.1332252755187262,0.24523493192867984,0.08743684380388447,0.44733640262041996,0.14383239548266222,0.2579572415003988,0.4547275016089941,0.42838683282167794,1.3641780639120673,0.15348575781030455,0.17956860689336857,0.49077766487785535,0.7814603095735749,0.9187883391919065,0.4945578739011834,0.28058262948673324,0.06905533517749096,5.875694631330109,0.6368133496051607,0.09629998200596813,0.11436762219136377,0.27393295654026323,0.12923298379498468,0.026778872352387694,1.7365819565178278,0.24768771276069299,0.7802089771765143,0.40179160173916795
1998-01-01,0.29737197691614176,0.1978906958497932,0.4118761181307398,0.8404080871544432,0.04078454151965338,22.047912560914007,0.7374245410864242,0.6842919752931318,4.280359922277292,0.03145441443329068,0.22270420021735784,0.3085961099577476,0.24327918887029265,0.5116457499183705,0.0031085370739888604,0.8683274447213405,0.15531268015478208,2.0070103556289487,1.714599564056648,0.2685032063763338,9.661532024486108,0.09946157771307274,1.2031942109874305,0.7511019973237905,0.534252225397291,0.11747501384072963,0.044391724478962884,1.3996375447748157,0.11757090654439521,5.837027868897508,0.0925922379282297,0.2987660696598135,0.6077522756850162,0.4344103156885974,18.61327311608146,0.004348340371525092,0.024202982887497858,0.10502595259065735,1.8661965819825708,1.3281774306022651,0.1224671422188889,2.650869364017869,0.04917759589539662,2.0273109277699777,0.14609527267697459,11.880362766593581,0.22699339034836438,0.3572083681271039,0.2915516168871633,0.3625426977843655,18.684534664604477,4.845611908296863,0.06720126178956687,0.16147112974003427,0.1682041109376444,5.088757571494895,0.39663854019018663,1.878367283703076,0.2482293155955458,0.03805819552070258,1.446082200571941,0.04496571222896639,1.097336176559152,0.2397757621268208,0.08702806158311602,0.44257092866181713,0.15450244835575586,0.261793352149976,0.43302632012686726,0.41813467228790263,1.3509397822088691,0.15248402242112624,0.17313680081781582,0.46120944299573424,0.7698261782649067,0.9081620434747901,0.4953694642862632,0.2829353729708398,0.07188710189892344,5.68461183515964,0.6313016927145534,0.09531759305948244,0.11336276631942055,0.26614730346193677,0.12906101866566128,0.026437284641218355,1.7372346731964186,0.23935266045539927,0.7687064519227464,0.40697043812712114
1999-01-01,0.29899587041804404,0.1968328363620726,0.40613242934486654,0.8325725571570957,0.04011920215621321,21.45881462097168,0.7319768855729616,0.6837574631199907,4.143705409776286,0.030458936930266984,0.22198249953453567,0.30546325560242304,0.23825089449412878,0.5163865802335982,0.003125194935601601,0.8672230075711207,0.15953424064885627,1.9507124695506837,1.6772576323238813,0.2652707995375391,9.58409210443997,0.09877299926863865,1.1997238798989152,0.7345410950501194,0.5691445664392394,0.11536910066725942,0.043588311955973846,1.379211497011451,0.11520639213934737,5.803520143033311,0.09154150474845939,0.2954593220021562,0.6110721295859882,0.4274167805174111,18.13471944672618,0.004371721179111379,0.02407881017706324,0.10313745265222206,1.7599091910356548,1.2982853426957968,0.12233890884579059,2.7239286943172494,0.05011546668512085,2.0297049145647077,0.14240338095610228,11.401861384178424,0.22229407750887106,0.3588020193249045,0.28695731076796177,0.35435810609860263,18.656069286754295,4.86599301481808,0.0653153795125726,0.160014624328178,0.1658383921601723,5.027103813803399,0.3877418812932996,1.8431460931162078,0.24039176567123519,0.03722116443833904,1.4397616142466332,0.043857741800553504,1.0621063929179064,0.23695026757518722,0.08554006879510817,0.44351995187537374,0.15335530138517922,0.26503918916054253,0.4153778317947908,0.41159659262199066,1.3485424837449391,0.1515149196093433,0.16629312791861528,0.4649692671639664,0.755578939776628,0.9038626005961101,0.48770721958739505,0.28537209099011734,0.07263735258160857,5.6146708295732815,0.6272143658679211,0.09564930634512993,0.11237455798330752,0.257889021323547,0.12845968632896054,0.026084269077772292,1.7796272783761304,0.24269801785426232,0.745388301930042,0.41344648103396026
2000-01-01,0.29696190625996244,0.1954056385644544,0.39748127551257606,0.8290123189840342,0.039477789957373,20.78661547597719,0.7215365447966833,0.6783639618550679,4.086724647275173,0.030018378369752727,0.22116535142362,0.3015861928699565,0.23434504772974388,0.5033141554251995,0.0031445760221553054,0.8438991245959787,0.15192561913441252,1.9196587735873625,1.622085707918062,0.26293089362473687,9.525508592287078,0.09757429270611749,1.1978338168393672,0.7197403139363662,0.5341968404664801,0.11515072226001719,0.04262220571268772,1.358630224183066,0.11284567180434266,5.772091031202073,0.09005147654256487,0.29561336219858475,0.6129748596097507,0.418360191665517,17.98140759418359,0.0043544959435157776,0.023874407503945805,0.10104297624374667,1.6914092352157952,1.2613388749697765,0.12093714130012144,2.752463983246593,0.05076254586832355,2.02953983016469,0.13969306041985122,10.905693163492725,0.21732933185821252,0.3628555389673276,0.2759790692841302,0.3459332527139501,19.007630584156892,4.912417565876138,0.06382720542324952,0.1619743237594972,0.16344555776794145,4.939632718942151,0.38308362495718934,1.7984851480579036,0.2326479353765231,0.03806948643790273,1.4378188552408235,0.042679919378809314,1.0259625020841459,0.23038248788645427,0.08624157604567112,0.4421387188431849,0.14888069456942973,0.26955165336158465,0.4061168971664322,0.40641199767109487,1.3055035433609388,0.15078226423348115,0.15870549761658112,0.4542869345678229,0.7390436823965942,0.8982164197176448,0.4909785876793991,0.28465413883816315,0.07121800226829719,5.508254490370255,0.6239539761006221,0.09936499026466572,0.111512564740562,0.24913724825021458,0.12817920775401898,0.025812773934540335,1.8265748249433988,0.2434865574907935,0.7276781501500291,0.40837654544684415
2001-01-01,0.28343914293475947,0.19866029249394346,0.3914287451311684,0.8276186744987502,0.03912240457788024,20.64216488819173,0.7161755242195892,0.6784376946775538,4.058027069176731,0.030470536318100337,0.22131874965943177,0.29638958126347226,0.23342987429641615,0.49921326577395125,0.003136877526760143,0.8449040096372354,0.15239022545795586,1.8833044388824371,1.604950549054672,0.26224960904045175,9.39291664923802,0.09578119203949594,1.1914500756796558,0.7354540983470441,0.5133853619255079,0.11515680317338188,0.04192593638697932,1.3461519817014178,0.11194768816792529,5.724414202197601,0.09061586790431754,0.28913685976746223,0.6156656969410458,0.4030625592822606,17.911261206795547,0.004280476929099173,0.024007414291370016,0.0992114500782375,1.6508414641145481,1.2567373008742286,0.11921908640489522,2.7250112782630236,0.05121998722975877,2.0419521447360935,0.13741555074552983,10.429846645059957,0.21062422408215556,0.36360635347519205,0.27643016773687035,0.33748956699173,18.85470155022989,4.895396554622802,0.06287278160286532,0.16382177911658938,0.16142838402502432,4.641680551423391,0.3777581070758579,1.752452895425588,0.22598769636575494,0.03865277039977158,1.4379590473673853,0.04227019117947001,1.017522661394222,0.22995718833321666,0.08439089225504189,0.43519098144120083,0.14734136282778182,0.2730150095058586,0.4075217523044835,0.40294904126542025,1.2693474682208694,0.15886243234375516,0.15391498605897797,0.4608127447536526,0.7280568398097523,0.8873758423791107,0.4975473910271606,0.29557116135418665,0.07076452722080068,5.4358493000773205,0.621087742188314,0.100809436897923,0.10962538316602334,0.24043612017385943,0.127863376619822,0.0258811386813219,1.829025706803943,0.23284122657601655,0.7203296272900702,0.4092434704896881
2002-01-01,0.2735529502650907,0.20197776296949174,0.3828325198362907,0.8330526122885755,0.03880433444195003,21.140319343700032,0.7190958466828381,0.6780599445876725,4.113915089697375,0.029857445768756267,0.2213589946352922,0.293212068708493,0.22906080831013173,0.4923371773319742,0.0031333735841461213,0.8709005035923211,0.15024655892870123,1.8221596007499303,1.5797024166915699,0.2619103812864948,9.256659154010169,0.09377316895647904,1.1961296377869528,0.7120261542806356,0.5051373486785872,0.11601779484407888,0.04132563588158173,1.3380476792003668,0.11201759209360529,5.677335407198957,0.09133903031063197,0.2823447944311622,0.6051099755054532,0.3898446145713444,18.328515996884562,0.004205882247577416,0.023935755815476994,0.09742754145668138,1.6348106177645614,1.2525422213623643,0.11770862449763567,2.4750506162308366,0.05209118804643786,2.057108836247483,0.1352752196014762,10.247478837661204,0.204551699827579,0.36155406199365897,0.27394926058602365,0.3289552618711836,18.994104193933246,4.951892914021472,0.062021576830182765,0.16332117377440628,0.1593744962855711,4.576786863917934,0.37681434306462114,1.7060114834043167,0.2201834706497889,0.03844326946860501,1.4556871865270857,0.041834978550033514,1.0097472073656022,0.22810827899508843,0.08272717375597907,0.43348572331800356,0.14451713552007023,0.3034329922141723,0.414689382787289,0.39672020529980284,1.2254067219063571,0.1541901239649033,0.151074562128231,0.44189659669660364,0.7319566039379058,0.8853298191947135,0.48988123255918836,0.2978097794556841,0.06961219693164063,5.367875115888465,0.6237501999710752,0.1026770982825136,0.10733913859683579,0.23049470660661936,0.1275903470106985,0.026044620032615654,1.8973953789443947,0.22767720624535767,0.716197405334716,0.4104939131747369
2003-01-01,0.2850462477383129,0.1944239338298992,0.3729891051540768,0.8317801483896516,0.038508281306977005,21.154744183106022,0.7235753302877348,0.69151761348484,4.150723765655296,0.030009553417467316,0.22127729434269924,0.2814877538643931,0.2250193144682057,0.4822122981081924,0.0031349132463751915,0.9025639745261885,0.14610751737124852,1.770547167066857,1.5556373694167114,0.26216171774701774,8.998177938905425,0.09141802624689092,1.2122650794216372,0.7170443549439109,0.4973511916401744,0.11538875379113935,0.04066504311680256,1.3430079237734975,0.11254555326269197,5.6281035065279825,0.0925218714957635,0.2759106108991453,0.6008133141172397,0.37730201554169923,18.41224966801282,0.004128944774774303,0.023833399768276853,0.0935841803361422,1.6114123026410838,1.244363400718921,0.11665480307602764,2.447497679924065,0.052322958377698216,2.036657541990322,0.13351750763511752,10.18783018972068,0.19871856152541256,0.36294367532697525,0.26741341844019834,0.32037075739470694,19.256457406114635,4.962186979805997,0.061477292604789686,0.15811320599667972,0.1572845129397564,4.500560354935748,0.3801094419013529,1.6701138703202687,0.2145379552009605,0.03905844950780669,1.4888330696202532,0.04201044273492479,0.9893833344288923,0.22711882500678762,0.08129606024287925,0.4369771838137982,0.14587916308750687,0.317795154309472,0.4032665409873671,0.38992687319429387,1.225459480285187,0.16050960066403056,0.14759482769920437,0.41178341196653784,0.7400963331040988,0.891853050924942,0.48341657846624053,0.2985464364537747,0.06890713155869092,5.320908575223551,0.6253309473150334,0.1047428823827256,0.1041011437054147,0.21787571239958164,0.12710476646612806,0.026014159909779073,1.9104850944549665,0.22689452565300658,0.7093666959531367,0.41097757415857245
