year,Algeria - DZA,Argentina - ARG,Australia - AUS,Austria - AUT,Bangladesh - BGD,Barbados - BRB,Belgium - BEL,Benin - BEN,Bolivia (Plurinational State of) - BOL,Botswana - BWA,Brazil - BRA,Burkina Faso - BFA,Burundi - BDI,Cabo Verde - CPV,Cameroon - CMR,Canada - CAN,Central African Republic - CAF,Chad - TCD,Chile - CHL,China - CHN,"China, Hong Kong SAR - HKG",Colombia - COL,Comoros - COM,Congo - COG,Costa Rica - CRI,Cote d'Ivoire - CIV,Cyprus - CYP,D.R. of the Congo - COD,Denmark - DNK,Dominican Republic - DOM,Ecuador - ECU,Egypt - EGY,El Salvador - SLV,Equatorial Guinea - GNQ,Ethiopia - ETH,Fiji - FJI,Finland - FIN,France - FRA,Gabon - GAB,Gambia - GMB,Germany - DEU,Ghana - GHA,Greece - GRC,Guatemala - GTM,Guinea - GIN,Guinea-Bissau - GNB,Haiti - HTI,Honduras - HND,Iceland - ISL,India - IND,Indonesia - IDN,Iran (Islamic Republic of) - IRN,Ireland - IRL,Israel - ISR,Italy - ITA,Jamaica - JAM,Japan - JPN,Jordan - JOR,Kenya - KEN,Lesotho - LSO,Luxembourg - LUX,Madagascar - MDG,Malawi - MWI,Malaysia - MYS,Mali - MLI,Malta - MLT,Mauritania - MRT,Mauritius - MUS,Mexico - MEX,Morocco - MAR,Mozambique - MOZ,Namibia - NAM,Nepal - NPL,Netherlands - NLD,New Zealand - NZL,Nicaragua - NIC,Niger - NER,Nigeria - NGA,Norway - NOR,Pakistan - PAK,Panama - PAN,Paraguay - PRY,Peru - PER,Philippines - PHL,Portugal - PRT,Republic of Korea - KOR,Romania - ROU,Rwanda - RWA,Senegal - SEN,Seychelles - SYC,Singapore - SGP,South Africa - ZAF,Spain - ESP,Sri Lanka - LKA,Sweden - SWE,Switzerland - CHE,Syrian Arab Republic - SYR,Taiwan - TWN,Thailand - THA,Togo - TGO,Trinidad and Tobago - TTO,Tunisia - TUN,Turkey - TUR,U.R. of Tanzania: Mainland - TZA,Uganda - UGA,United Kingdom - GBR,United States - USA,Uruguay - URY,Venezuela (Bolivarian Republic of) - VEN,Zambia - ZMB,Zimbabwe - ZWE
1972-01-01,0.37029439210891724,0.15841321647167206,0.3054548501968384,0.23684664070606232,0.012455614283680916,0.07763297855854034,0.2749581038951874,0.04385281354188919,0.19225749373435974,0.606572687625885,0.2162914276123047,0.09090768545866013,0.03232381492853165,0.5429828763008118,0.20310792326927185,0.23029161989688873,0.24994313716888428,0.1413048952817917,0.09507910907268524,0.15941333770751953,0.17020343244075775,0.23400013148784637,0.38282161951065063,0.1840989589691162,0.10867135971784592,0.08862188458442688,0.5299626588821411,0.22387859225273132,0.29051637649536133,0.17285291850566864,0.2899172604084015,0.022429266944527626,0.08379033952951431,0.04316658154129982,0.06267328560352325,0.2843642830848694,0.37832194566726685,0.3053275942802429,0.12853020429611206,0.047083113342523575,0.35021570324897766,0.22547653317451477,0.4705571234226227,0.10545922815799713,0.04948695749044418,0.2263418287038803,0.16066494584083557,0.11102991551160812,0.36282941699028015,0.14617304503917694,0.11539784073829651,0.244735449552536,0.25192925333976746,0.3170669376850128,0.2810165286064148,0.19102202355861664,0.39928653836250305,0.18566308915615082,0.14223173260688782,0.07275421917438507,0.25905123353004456,0.050084009766578674,0.29730096459388733,0.20240721106529236,0.09244740754365921,0.3139916956424713,0.2390022873878479,0.053832825273275375,0.19401952624320984,0.07489265501499176,0.1496136635541916,0.261176735162735,0.04557371884584427,0.2741446793079376,0.22980599105358124,0.14579984545707703,0.1467866748571396,0.7105919122695923,0.38336771726608276,0.09423382580280304,0.29727470874786377,0.15441188216209412,0.09688255190849304,0.16305501759052277,0.24558430910110474,0.21089421212673187,0.19118446111679077,0.024031314998865128,0.05116162821650505,0.2876572906970978,0.54227614402771,0.23208390176296234,0.2450711727142334,0.13204094767570496,0.3047806918621063,0.4146706461906433,0.15537787973880768,0.3013727068901062,0.20723013579845428,0.26400163769721985,0.09322968125343323,0.17695410549640656,0.2538919746875763,0.17927196621894836,0.14116425812244415,0.2364273965358734,0.2477966845035553,0.1106630265712738,0.3794221580028534,0.08023513853549957,0.18574786186218262
1973-01-01,0.40351083874702454,0.144448384642601,0.3185483515262604,0.2503376305103302,0.029217710718512535,0.08113912492990494,0.2915774881839752,0.04193678870797157,0.14746607840061188,0.6099923253059387,0.2330436259508133,0.11072460561990738,0.06124857813119888,0.5502967238426208,0.23162491619586945,0.24257946014404297,0.26677581667900085,0.14596520364284515,0.08821509778499603,0.19828280806541443,0.17115549743175507,0.23483411967754364,0.38805755972862244,0.16726897656917572,0.12223437428474426,0.10110469162464142,0.5547589659690857,0.2224339097738266,0.30870935320854187,0.20128244161605835,0.2501821517944336,0.029614796862006187,0.10391025990247726,0.04358547553420067,0.056815847754478455,0.2805056869983673,0.39308884739875793,0.308834969997406,0.12408694624900818,0.05483580008149147,0.33354270458221436,0.2732321321964264,0.5091612339019775,0.11920420825481415,0.05027495697140694,0.21515075862407684,0.18915143609046936,0.1321464478969574,0.43659424781799316,0.1657503992319107,0.11857374757528305,0.2222975790500641,0.2809910178184509,0.3121318221092224,0.30019819736480713,0.2188880443572998,0.4208768308162689,0.16246701776981354,0.172418013215065,0.08827916532754898,0.25659188628196716,0.05448530986905098,0.21041440963745117,0.22930309176445007,0.0892699733376503,0.31057310104370117,0.20045273005962372,0.09490691125392914,0.20842280983924866,0.08566724509000778,0.15358740091323853,0.26378142833709717,0.058252058923244476,0.2753276228904724,0.28254958987236023,0.25749915838241577,0.2518831491470337,0.6916079521179199,0.4223143458366394,0.09136154502630234,0.29960253834724426,0.21118803322315216,0.13333295285701752,0.16193099319934845,0.2720201313495636,0.2414797693490982,0.18777887523174286,0.023751523345708847,0.05197131633758545,0.30156204104423523,0.5238537192344666,0.24045391380786896,0.2587170898914337,0.09044398367404938,0.29906606674194336,0.4182356595993042,0.1624654084444046,0.3171200156211853,0.26329493522644043,0.28681936860084534,0.08277764171361923,0.14685486257076263,0.2652486264705658,0.1673823595046997,0.13745880126953125,0.2568168044090271,0.25715428590774536,0.10413730889558792,0.3441413938999176,0.0766415223479271,0.20777300000190735
1974-01-01,0.46159422397613525,0.14384569227695465,0.2721050977706909,0.2580823004245758,0.07379239052534103,0.11558596044778824,0.33127734065055847,0.05927501991391182,0.11762150377035141,0.5572382807731628,0.25190603733062744,0.1294902265071869,0.10663095861673355,0.5746889114379883,0.2512308657169342,0.27219855785369873,0.21950404345989227,0.1830422729253769,0.1751445084810257,0.16997714340686798,0.17986957728862762,0.2704868018627167,0.4102654755115509,0.10502316057682037,0.13478277623653412,0.0856032744050026,0.5139007568359375,0.23290441930294037,0.31092140078544617,0.255855917930603,0.20348875224590302,0.043558333069086075,0.13304483890533447,0.04501664265990257,0.05097603052854538,0.2614552974700928,0.46202367544174194,0.3117171823978424,0.25341153144836426,0.04066907986998558,0.30044686794281006,0.3592441976070404,0.42988914251327515,0.161312535405159,0.05249981954693794,0.19680935144424438,0.22221730649471283,0.19079306721687317,0.5335450172424316,0.16206598281860352,0.12898296117782593,0.25243720412254333,0.2954978048801422,0.3033767342567444,0.31696784496307373,0.1755206435918808,0.41473689675331116,0.2564711570739746,0.15778297185897827,0.08531980961561203,0.2397695630788803,0.060663796961307526,0.2685209810733795,0.2820861041545868,0.09203929454088211,0.3525122404098511,0.32385367155075073,0.09824200719594955,0.237126886844635,0.08653172850608826,0.16903331875801086,0.28128159046173096,0.05838571488857269,0.2717053294181824,0.35134682059288025,0.3111415207386017,0.22381117939949036,0.5072633624076843,0.4679001569747925,0.0965132787823677,0.29021549224853516,0.23055502772331238,0.1691923886537552,0.18354631960391998,0.25811365246772766,0.2919252812862396,0.21130424737930298,0.026833493262529373,0.04839860275387764,0.3283773362636566,0.621461033821106,0.2791454792022705,0.2835211753845215,0.12911635637283325,0.33621230721473694,0.4406645894050598,0.18642346560955048,0.41391247510910034,0.25369545817375183,0.27676692605018616,0.11547545343637466,0.17016777396202087,0.3612101376056671,0.1809501051902771,0.1485302746295929,0.2458638697862625,0.25486135482788086,0.11040177196264267,0.2728111743927002,0.10429463535547256,0.26425138115882874
1975-01-01,0.4873010814189911,0.1530476212501526,0.2698427438735962,0.2308439016342163,0.06158992648124695,0.09900666028261185,0.29883483052253723,0.0716293603181839,0.18861795961856842,0.4818328320980072,0.27201133966445923,0.11835379153490067,0.08038757741451263,0.5792574882507324,0.23177345097064972,0.275630921125412,0.2072456330060959,0.23273876309394836,0.10065595805644989,0.17534834146499634,0.1849280446767807,0.21729931235313416,0.415689617395401,0.13730280101299286,0.12241481244564056,0.10569226741790771,0.46842631697654724,0.2698449492454529,0.2712998390197754,0.27257227897644043,0.25703930854797363,0.047002874314785004,0.11706873029470444,0.04626437649130821,0.05404039844870567,0.2872571051120758,0.48286667466163635,0.26933157444000244,0.2966133654117584,0.059171829372644424,0.279449462890625,0.3530576527118683,0.40992027521133423,0.13557873666286469,0.054101403802633286,0.1674014776945114,0.23756587505340576,0.14948944747447968,0.5139325857162476,0.13598492741584778,0.1456041932106018,0.34413397312164307,0.22595244646072388,0.3113744556903839,0.2541075646877289,0.20132575929164886,0.38576576113700867,0.29194051027297974,0.11233440041542053,0.11711136996746063,0.2566874921321869,0.059826385229825974,0.3431185483932495,0.23495672643184662,0.10780728608369827,0.33761343359947205,0.3206217586994171,0.14553259313106537,0.24246445298194885,0.18551486730575562,0.17364856600761414,0.28990548849105835,0.09203536063432693,0.25219234824180603,0.24774780869483948,0.2097630351781845,0.20652662217617035,0.7005355954170227,0.4468007981777191,0.10194291919469833,0.28069868683815,0.22847230732440948,0.16264763474464417,0.20379002392292023,0.15290552377700806,0.27262082695961,0.23467779159545898,0.03719894587993622,0.05121336132287979,0.3126359283924103,0.5792009234428406,0.28701072931289673,0.2758982181549072,0.14728125929832458,0.3588416278362274,0.3571300506591797,0.22575901448726654,0.3621937930583954,0.25346389412879944,0.42730405926704407,0.14366547763347626,0.16163033246994019,0.35922878980636597,0.17400537431240082,0.1419176310300827,0.2171688973903656,0.23031313717365265,0.13889284431934357,0.35750484466552734,0.08386959880590439,0.24276593327522278
1976-01-01,0.45866212248802185,0.16119584441184998,0.27362269163131714,0.2503221333026886,0.06335848569869995,0.16657313704490662,0.2995775043964386,0.0670224130153656,0.14443036913871765,0.3966190814971924,0.26029324531555176,0.11417023837566376,0.10713420808315277,0.5721591114997864,0.22265304625034332,0.27394720911979675,0.18637898564338684,0.22791676223278046,0.09548031538724899,0.1407371312379837,0.19835883378982544,0.21468570828437805,0.4099835753440857,0.13409970700740814,0.14125259220600128,0.11546852439641953,0.4585929214954376,0.22961574792861938,0.30869150161743164,0.21993494033813477,0.24755948781967163,0.07171979546546936,0.12213711440563202,0.045680392533540726,0.042243558913469315,0.2803734540939331,0.4013681411743164,0.2832781672477722,0.34744569659233093,0.11298909038305283,0.29234734177589417,0.30359238386154175,0.4136718213558197,0.17694325745105743,0.05351968854665756,0.16915437579154968,0.23569555580615997,0.1381479948759079,0.3958071768283844,0.14993324875831604,0.14040271937847137,0.38029760122299194,0.25985226035118103,0.2698138952255249,0.27469581365585327,0.14700078964233398,0.38162797689437866,0.3595902919769287,0.12427163869142532,0.14575617015361786,0.2527131140232086,0.04881544038653374,0.2503422796726227,0.2329908162355423,0.09023590385913849,0.3378957509994507,0.3561866879463196,0.12152446806430817,0.21964116394519806,0.20072002708911896,0.16998855769634247,0.2811615467071533,0.09502872079610825,0.2489277422428131,0.24941007792949677,0.1984996646642685,0.19328586757183075,0.9050987958908081,0.41906583309173584,0.11631626635789871,0.271840900182724,0.257274866104126,0.13797731697559357,0.22307594120502472,0.18426036834716797,0.29120928049087524,0.2085123509168625,0.03408488631248474,0.04343794658780098,0.30298686027526855,0.5327686667442322,0.24700964987277985,0.2706063687801361,0.19214844703674316,0.3449154496192932,0.3384416699409485,0.24576310813426971,0.36169344186782837,0.21857322752475739,0.3361336588859558,0.14592227339744568,0.16485579311847687,0.3833143413066864,0.16066965460777283,0.13366153836250305,0.2320593297481537,0.2476169764995575,0.17580203711986542,0.402391254901886,0.0448167622089386,0.1726195365190506
1977-01-01,0.5185339450836182,0.1802363395690918,0.26195037364959717,0.26356786489486694,0.07337675988674164,0.13677354156970978,0.2967873513698578,0.058798134326934814,0.1488652229309082,0.2969125509262085,0.24385827779769897,0.09527705609798431,0.13607260584831238,0.5778707265853882,0.2672607898712158,0.26424309611320496,0.18252459168434143,0.2071085274219513,0.10084725171327591,0.17420950531959534,0.20727622509002686,0.2295244187116623,0.4115016460418701,0.10302678495645523,0.15327070653438568,0.15151727199554443,0.557028591632843,0.39700183272361755,0.29507723450660706,0.23720373213291168,0.25828760862350464,0.06567352265119553,0.16681413352489471,0.04499470815062523,0.04016873612999916,0.2583875358104706,0.37721583247184753,0.2780902087688446,0.29233846068382263,0.1277475655078888,0.28977251052856445,0.3812393844127655,0.3699301779270172,0.17927397787570953,0.052797045558691025,0.23591141402721405,0.24499166011810303,0.16403698921203613,0.44559264183044434,0.16266418993473053,0.14963306486606598,0.31893041729927063,0.2849928140640259,0.2474418580532074,0.24982888996601105,0.10391364246606827,0.37516647577285767,0.4705229103565216,0.14955072104930878,0.19136707484722137,0.21537534892559052,0.04663066193461418,0.22142581641674042,0.2639981210231781,0.10671501606702805,0.32422664761543274,0.30566656589508057,0.11686957627534866,0.20637407898902893,0.22459480166435242,0.16858792304992676,0.28556570410728455,0.09971629828214645,0.2588880658149719,0.2271171361207962,0.29457271099090576,0.19179795682430267,0.9502092599868774,0.4119437336921692,0.12581348419189453,0.1880878508090973,0.2544367015361786,0.12150736898183823,0.21501755714416504,0.2305975705385208,0.33413001894950867,0.2569742202758789,0.03726470470428467,0.044038087129592896,0.3586958348751068,0.5017537474632263,0.23785707354545593,0.25943422317504883,0.15011915564537048,0.299422025680542,0.3316100835800171,0.306068480014801,0.3401568531990051,0.23270395398139954,0.4590831398963928,0.14424633979797363,0.15928281843662262,0.30238738656044006,0.18623456358909607,0.12843093276023865,0.22783805429935455,0.2594727873802185,0.22146232426166534,0.49666547775268555,0.04866068810224533,0.1543610543012619
1978-01-01,0.5391759872436523,0.1536424160003662,0.28881505131721497,0.23858730494976044,0.08950420469045639,0.17369312047958374,0.29185083508491516,0.05696362257003784,0.1922968477010727,0.26720646023750305,0.24055726826190948,0.09636521339416504,0.15425404906272888,0.5771286487579346,0.31523433327674866,0.2541220188140869,0.16975553333759308,0.17456208169460297,0.11544700711965561,0.2201514095067978,0.20753604173660278,0.22246143221855164,0.40245115756988525,0.12051037698984146,0.14501449465751648,0.15775786340236664,0.5693057775497437,0.18925908207893372,0.2830294370651245,0.24179010093212128,0.2659386992454529,0.06800870597362518,0.1602715402841568,0.04527399316430092,0.035455550998449326,0.2658855617046356,0.3278692066669464,0.27299734950065613,0.10013172030448914,0.10306301712989807,0.29558420181274414,0.2979861795902252,0.3601459562778473,0.18866951763629913,0.05281413346529007,0.24994422495365143,0.2453506737947464,0.1888188272714615,0.3685441315174103,0.185585618019104,0.15720270574092865,0.3422125279903412,0.2997528910636902,0.24240374565124512,0.24143972992897034,0.1266670823097229,0.385771244764328,0.3544521629810333,0.17183445394039154,0.15100131928920746,0.27959975600242615,0.043774258345365524,0.33519214391708374,0.2660103738307953,0.12268640846014023,0.2853293716907501,0.1980399489402771,0.12320873886346817,0.20858754217624664,0.14480102062225342,0.16541482508182526,0.28277888894081116,0.11096759885549545,0.25476622581481934,0.19478191435337067,0.1441013514995575,0.22806139290332794,0.8898568153381348,0.30967870354652405,0.11893297731876373,0.2169361561536789,0.2941449284553528,0.11589235067367554,0.21795953810214996,0.23891504108905792,0.3878127634525299,0.2835915982723236,0.03499350696802139,0.04243428632616997,0.311336874961853,0.4923587143421173,0.22096464037895203,0.25021106004714966,0.26248881220817566,0.25347059965133667,0.3491393029689789,0.22730903327465057,0.3362940549850464,0.23919904232025146,0.5065613985061646,0.16152577102184296,0.1650117039680481,0.2584601044654846,0.17772191762924194,0.1248646229505539,0.21956197917461395,0.27108556032180786,0.2606031894683838,0.4885365664958954,0.05347050353884697,0.0863763764500618
1979-01-01,0.4652062654495239,0.15886390209197998,0.2832970917224884,0.2693283259868622,0.09390769898891449,0.16202859580516815,0.2869628071784973,0.07826745510101318,0.16181761026382446,0.3071663975715637,0.23011337220668793,0.16438888013362885,0.15797686576843262,0.5695163011550903,0.23778443038463593,0.27693578600883484,0.15187004208564758,0.14172761142253876,0.13845603168010712,0.21653525531291962,0.2190672606229782,0.20905809104442596,0.4065168797969818,0.12177984416484833,0.15224945545196533,0.1437242329120636,0.5852702856063843,0.27963986992836,0.2880863547325134,0.2541601359844208,0.24549785256385803,0.08380540460348129,0.1239674836397171,0.04545760154724121,0.04271560162305832,0.3039255738258362,0.37085023522377014,0.28418460488319397,0.11601419746875763,0.11063247174024582,0.3232353627681732,0.2815302610397339,0.32930782437324524,0.15511269867420197,0.052351418882608414,0.27180948853492737,0.2752438485622406,0.19118379056453705,0.36700451374053955,0.16652818024158478,0.15008874237537384,0.22738081216812134,0.3520869016647339,0.26384615898132324,0.2516310214996338,0.13245688378810883,0.39825302362442017,0.35825079679489136,0.13294027745723724,0.19645480811595917,0.2571549713611603,0.07426861673593521,0.23455698788166046,0.2763883173465729,0.10154041647911072,0.2903311252593994,0.19514159858226776,0.13762027025222778,0.21911445260047913,0.1361687183380127,0.1675889790058136,0.2691539227962494,0.09641396999359131,0.2432418316602707,0.22177554666996002,-0.10110700130462646,0.2418856918811798,0.7453213334083557,0.29379594326019287,0.11607539653778076,0.2275925725698471,0.32097142934799194,0.1320500671863556,0.23847143352031708,0.24618346989154816,0.4187718331813812,0.2747352421283722,0.02532590739428997,0.044889163225889206,0.30285128951072693,0.5027537941932678,0.23524026572704315,0.2565315067768097,0.1989920735359192,0.2866392731666565,0.3869006335735321,0.22096320986747742,0.3716532289981842,0.2074865847826004,0.5260404944419861,0.1577257215976715,0.1638363152742386,0.27010250091552734,0.18819311261177063,0.12930166721343994,0.21859167516231537,0.27275827527046204,0.3243207335472107,0.3566102981567383,0.033285051584243774,0.09007494151592255
1980-01-01,0.47201064229011536,0.17342332005500793,0.3060787320137024,0.2695941925048828,0.11786305159330368,0.18952034413814545,0.32173752784729004,0.10061344504356384,0.11671751737594604,0.360339492559433,0.25777527689933777,0.15118582546710968,0.1478036493062973,0.535429060459137,0.24990816414356232,0.26574546098709106,0.11280336230993271,0.12554149329662323,0.17306873202323914,0.1897246390581131,0.2477983832359314,0.21674977242946625,0.4396953582763672,0.20274518430233002,0.16410717368125916,0.15801696479320526,0.5865753889083862,0.3559746742248535,0.2506917715072632,0.2947830557823181,0.24121689796447754,0.09599210321903229,0.09156281501054764,0.04529373347759247,0.049196891486644745,0.33825361728668213,0.40495333075523376,0.29773712158203125,0.11304301023483276,0.12033842504024506,0.3216027617454529,0.2566923499107361,0.3300207555294037,0.12742163240909576,0.051493898034095764,0.3088897168636322,0.2646247446537018,0.17182773351669312,0.4036262631416321,0.1672258973121643,0.1609226018190384,0.3640266954898834,0.3103439211845398,0.22759853303432465,0.2734611928462982,0.11633644998073578,0.3885640799999237,0.44092053174972534,0.1737477332353592,0.27402549982070923,0.34356099367141724,0.06993994116783142,0.18549613654613495,0.30430251359939575,0.0920172780752182,0.3336254060268402,0.2035549134016037,0.08106477558612823,0.24045869708061218,0.15117213129997253,0.18059462308883667,0.3182598650455475,0.11454174667596817,0.24764220416545868,0.20576755702495575,0.20551544427871704,0.30569222569465637,0.735205352306366,0.29571887850761414,0.11349315196275711,0.24723194539546967,0.347788006067276,0.16499413549900055,0.21406546235084534,0.2663103938102722,0.3681761920452118,0.29129984974861145,0.03691858798265457,0.04439598694443703,0.4212866723537445,0.5744984745979309,0.2847425043582916,0.2720108926296234,0.22339528799057007,0.3169434070587158,0.4291274845600128,0.2533971667289734,0.3811620771884918,0.1949046403169632,0.46429312229156494,0.18319392204284668,0.15178631246089935,0.22796638309955597,0.18133683502674103,0.1311599165201187,0.18826924264431,0.2543618381023407,0.3562881648540497,0.2981736958026886,0.06244705617427826,0.14117631316184998
1981-01-01,0.46112060546875,0.15387362241744995,0.31921684741973877,0.2658858597278595,0.12048697471618652,0.21058566868305206,0.27527523040771484,0.08994505554437637,0.13245446979999542,0.34144067764282227,0.22392259538173676,0.14146873354911804,0.1680164933204651,0.5410484075546265,0.20499065518379211,0.2811834514141083,0.12361469864845276,0.12353738397359848,0.19678016006946564,0.19108574092388153,0.25439611077308655,0.24306704103946686,0.3848113417625427,0.4461986720561981,0.10419639945030212,0.15351885557174683,0.5287639498710632,0.31143081188201904,0.21267370879650116,0.23406030237674713,0.2301841825246811,0.08850763738155365,0.09496969729661942,0.04612238332629204,0.04560158774256706,0.3676515817642212,0.3669816851615906,0.2752315104007721,0.1754554659128189,0.07620541006326675,0.2849355638027191,0.24813401699066162,0.3052384853363037,0.14477576315402985,0.053749218583106995,0.17172734439373016,0.27614688873291016,0.14339415729045868,0.4117821455001831,0.14780662953853607,0.16703708469867706,0.3308841288089752,0.32673922181129456,0.2091570347547531,0.25112423300743103,0.14402781426906586,0.3745990991592407,0.5617144703865051,0.15148818492889404,0.26376423239707947,0.35383400321006775,0.039764367043972015,0.12031970173120499,0.33708566427230835,0.10014862567186356,0.35777604579925537,0.2743957042694092,0.0952894538640976,0.25648605823516846,0.14590789377689362,0.1672515720129013,0.2831402122974396,0.10717643052339554,0.22019140422344208,0.24009518325328827,0.2953829765319824,0.22371059656143188,0.8554117679595947,0.3080556392669678,0.10436282306909561,0.2520659565925598,0.3711701035499573,0.19253389537334442,0.21326427161693573,0.28107523918151855,0.3426648676395416,0.25964850187301636,0.03089221566915512,0.03695907071232796,0.43279406428337097,0.6397292017936707,0.3012979328632355,0.2463313788175583,0.23634448647499084,0.27345120906829834,0.3934987485408783,0.23306424915790558,0.36659732460975647,0.19130288064479828,0.3586447536945343,0.14641053974628448,0.1669112592935562,0.26708126068115234,0.17510642111301422,0.1291264295578003,0.1758285015821457,0.26426565647125244,0.3208765387535095,0.29510167241096497,0.04595833644270897,0.16445225477218628
1982-01-01,0.45062199234962463,0.12474542111158371,0.2784320116043091,0.2574622631072998,0.10591945797204971,0.15873810648918152,0.2597060203552246,0.17805734276771545,0.08097219467163086,0.31970977783203125,0.21008896827697754,0.14945712685585022,0.1764470934867859,0.6048074960708618,0.18039973080158234,0.2265838086605072,0.07503429800271988,0.11051090806722641,0.09993518888950348,0.1830265074968338,0.2428724765777588,0.2551202178001404,0.4075288772583008,0.5692993402481079,0.0845068022608757,0.1411939263343811,0.5024399757385254,0.2361447960138321,0.22847537696361542,0.19064950942993164,0.23483163118362427,0.09801707416772842,0.08901560306549072,0.04482565447688103,0.047139476984739304,0.278643399477005,0.37161433696746826,0.2800118923187256,0.1740480661392212,0.06234011799097061,0.2756834328174591,0.22329328954219818,0.3137035071849823,0.12176480144262314,0.0535014383494854,0.19078518450260162,0.271870881319046,0.09500710666179657,0.4383910298347473,0.14637713134288788,0.1894131600856781,0.2396923154592514,0.3303593695163727,0.2394353747367859,0.24833862483501434,0.15233391523361206,0.357513964176178,0.44734033942222595,0.10515989363193512,0.28100788593292236,0.3501378297805786,0.026744892820715904,0.11148826032876968,0.36584940552711487,0.06670070439577103,0.4354465901851654,0.31994515657424927,0.06919438391923904,0.19744859635829926,0.1499558389186859,0.16860030591487885,0.22775878012180328,0.10234391689300537,0.21443751454353333,0.25611305236816406,0.2546949088573456,0.2165060192346573,0.7708849906921387,0.3325321674346924,0.10819174349308014,0.24895012378692627,0.3137013614177704,0.18587754666805267,0.22452351450920105,0.2863263487815857,0.3386058807373047,0.260531485080719,0.05379364639520645,0.03670983761548996,0.4765220582485199,0.6764757633209229,0.22979576885700226,0.24456724524497986,0.2605055570602417,0.2696775197982788,0.40189775824546814,0.20906704664230347,0.3358089029788971,0.16573777794837952,0.3097085952758789,0.14542950689792633,0.16449519991874695,0.2550092041492462,0.1631406545639038,0.12775106728076935,0.19566471874713898,0.2435680329799652,0.2932427227497101,0.3321298658847809,0.03211753070354462,0.1305389404296875
1983-01-01,0.44158825278282166,0.12025823444128036,0.28902164101600647,0.25191617012023926,0.10405731946229935,0.1316271275281906,0.22977659106254578,0.10434243828058243,0.07789883762598038,0.22428269684314728,0.18169333040714264,0.13274738192558289,0.19532714784145355,0.5482141375541687,0.15910252928733826,0.235456645488739,0.13520488142967224,0.04422226548194885,0.08158407360315323,0.18056561052799225,0.21267357468605042,0.2465878129005432,0.4003354609012604,0.22987274825572968,0.11035598069429398,0.1134466901421547,0.46677348017692566,0.26727551221847534,0.22515323758125305,0.19423522055149078,0.20177863538265228,0.08007583767175674,0.07923596352338791,0.044398728758096695,0.03875986114144325,0.23809464275836945,0.35876762866973877,0.2578454911708832,0.14860761165618896,0.07786154747009277,0.290829062461853,0.22251847386360168,0.2953873872756958,0.10137926787137985,0.05303870514035225,0.15456369519233704,0.27478158473968506,0.10078442841768265,0.28726983070373535,0.1407003104686737,0.1786109209060669,0.2837122976779938,0.2877044975757599,0.25700095295906067,0.23518915474414825,0.1484818458557129,0.3286314606666565,0.363381028175354,0.07918854057788849,0.1693953275680542,0.31713712215423584,0.02130347490310669,0.09879367798566818,0.36603206396102905,0.04922382906079292,0.3707709312438965,0.3131939470767975,0.06557939946651459,0.15082533657550812,0.12282267212867737,0.08976822346448898,0.17646782100200653,0.1075860857963562,0.22139886021614075,0.2501413822174072,0.2547634541988373,0.13477899134159088,0.7047107219696045,0.30349528789520264,0.10125135630369186,0.1438625305891037,0.2600715756416321,0.13315367698669434,0.23788677155971527,0.2362409383058548,0.332740843296051,0.2633805274963379,0.04206671938300133,0.03335321322083473,0.44201475381851196,0.6462724804878235,0.23377712070941925,0.2282976508140564,0.2644454836845398,0.26087522506713867,0.41016680002212524,0.21227626502513885,0.3148314356803894,0.18222162127494812,0.2646064758300781,0.15501421689987183,0.15058884024620056,0.2462514191865921,0.12368326634168625,0.11426003277301788,0.20917965471744537,0.24956302344799042,0.20513933897018433,0.16004708409309387,0.022761553525924683,0.0789363831281662
